symbol,start_date,end_date,digit_type,mad,target,is_anomaly
BTCUSDT,2024-07-12-00:00,2024-07-13-00:00,first,0.015349175426175279,TA,0
BTCUSDT,2024-07-12-00:00,2024-07-13-00:00,second,0.0039181193458253105,TA,0
BTCUSDT,2024-07-13-00:00,2024-07-14-00:00,first,0.007831316499814896,TA,0
BTCUSDT,2024-07-13-00:00,2024-07-14-00:00,second,0.006699272850204845,TA,0
BTCUSDT,2024-07-14-00:00,2024-07-15-00:00,first,0.011439441251544898,TA,0
BTCUSDT,2024-07-14-00:00,2024-07-15-00:00,second,0.007154982516868626,TA,0
BTCUSDT,2024-07-15-00:00,2024-07-16-00:00,first,0.013483160227682346,TA,0
BTCUSDT,2024-07-15-00:00,2024-07-16-00:00,second,0.0077115397483836345,TA,0
BTCUSDT,2024-07-16-00:00,2024-07-17-00:00,first,0.01874188110895729,TA,0
BTCUSDT,2024-07-16-00:00,2024-07-17-00:00,second,0.006923305409302421,TA,0
BTCUSDT,2024-07-17-00:00,2024-07-18-00:00,first,0.018418004857183465,TA,0
BTCUSDT,2024-07-17-00:00,2024-07-18-00:00,second,0.007037943212664088,TA,0
BTCUSDT,2024-07-18-00:00,2024-07-19-00:00,first,0.020438233950348304,TA,0
BTCUSDT,2024-07-18-00:00,2024-07-19-00:00,second,0.006603769282008678,TA,0
BTCUSDT,2024-07-19-00:00,2024-07-20-00:00,first,0.012072968346761723,TA,0
BTCUSDT,2024-07-19-00:00,2024-07-20-00:00,second,0.00790260088670182,TA,0
BTCUSDT,2024-07-20-00:00,2024-07-21-00:00,first,0.009219557984701511,TA,0
BTCUSDT,2024-07-20-00:00,2024-07-21-00:00,second,0.005769644886717655,TA,0
BTCUSDT,2024-07-21-00:00,2024-07-22-00:00,first,0.010976799567529168,TA,0
BTCUSDT,2024-07-21-00:00,2024-07-22-00:00,second,0.00488591955378286,TA,0
BTCUSDT,2024-07-22-00:00,2024-07-23-00:00,first,0.018583544051434444,TA,0
BTCUSDT,2024-07-22-00:00,2024-07-23-00:00,second,0.0053129076775145735,TA,0
BTCUSDT,2024-07-23-00:00,2024-07-24-00:00,first,0.014753430959707168,TA,0
BTCUSDT,2024-07-23-00:00,2024-07-24-00:00,second,0.006385638836236848,TA,0
BTCUSDT,2024-07-24-00:00,2024-07-25-00:00,first,0.0054034653961458,TA,0
BTCUSDT,2024-07-24-00:00,2024-07-25-00:00,second,0.004354347657363265,TA,0
BTCUSDT,2024-07-25-00:00,2024-07-26-00:00,first,0.008420875465518396,TA,0
BTCUSDT,2024-07-25-00:00,2024-07-26-00:00,second,0.0026992853526664196,TA,0
BTCUSDT,2024-07-26-00:00,2024-07-27-00:00,first,0.007541348809332999,TA,0
BTCUSDT,2024-07-26-00:00,2024-07-27-00:00,second,0.003553952402440279,TA,0
BTCUSDT,2024-07-27-00:00,2024-07-28-00:00,first,0.00870252949285314,TA,0
BTCUSDT,2024-07-27-00:00,2024-07-28-00:00,second,0.004983885329337206,TA,0
BTCUSDT,2024-07-28-00:00,2024-07-29-00:00,first,0.009498833241283167,TA,0
BTCUSDT,2024-07-28-00:00,2024-07-29-00:00,second,0.006551696513259067,TA,0
BTCUSDT,2024-07-29-00:00,2024-07-30-00:00,first,0.008608365055803395,TA,0
BTCUSDT,2024-07-29-00:00,2024-07-30-00:00,second,0.00407181510727826,TA,0
BTCUSDT,2024-07-30-00:00,2024-07-31-00:00,first,0.009243364300513552,TA,0
BTCUSDT,2024-07-30-00:00,2024-07-31-00:00,second,0.006373034936989019,TA,0
BTCUSDT,2024-07-31-00:00,2024-08-01-00:00,first,0.012116346287854704,TA,0
BTCUSDT,2024-07-31-00:00,2024-08-01-00:00,second,0.007481285079109808,TA,0
BTCUSDT,2024-08-01-00:00,2024-08-02-00:00,first,0.012733201866542337,TA,0
BTCUSDT,2024-08-01-00:00,2024-08-02-00:00,second,0.005916266183847475,TA,0
BTCUSDT,2024-08-02-00:00,2024-08-03-00:00,first,0.005762679681446384,TA,0
BTCUSDT,2024-08-02-00:00,2024-08-03-00:00,second,0.005120595373300077,TA,0
BTCUSDT,2024-08-03-00:00,2024-08-04-00:00,first,0.008646986968366601,TA,0
BTCUSDT,2024-08-03-00:00,2024-08-04-00:00,second,0.004283628844578081,TA,0
BTCUSDT,2024-08-04-00:00,2024-08-05-00:00,first,0.007045114996864764,TA,0
BTCUSDT,2024-08-04-00:00,2024-08-05-00:00,second,0.005674141318521492,TA,0
BTCUSDT,2024-08-05-00:00,2024-08-06-00:00,first,0.013145579905576377,TA,0
BTCUSDT,2024-08-05-00:00,2024-08-06-00:00,second,0.007138940127206367,TA,0
BTCUSDT,2024-08-06-00:00,2024-08-07-00:00,first,0.01676502995688544,TA,0
BTCUSDT,2024-08-06-00:00,2024-08-07-00:00,second,0.006643501657247197,TA,0
BTCUSDT,2024-08-07-00:00,2024-08-08-00:00,first,0.026915217526568516,TA,0
BTCUSDT,2024-08-07-00:00,2024-08-08-00:00,second,0.005148808788856267,TA,0
BTCUSDT,2024-08-08-00:00,2024-08-09-00:00,first,0.017662383846253918,TA,0
BTCUSDT,2024-08-08-00:00,2024-08-09-00:00,second,0.006301319067982346,TA,0
BTCUSDT,2024-08-09-00:00,2024-08-10-00:00,first,0.010815767306413813,TA,0
BTCUSDT,2024-08-09-00:00,2024-08-10-00:00,second,0.00387753853350771,TA,0
BTCUSDT,2024-08-10-00:00,2024-08-11-00:00,first,0.003949195371008076,TA,0
BTCUSDT,2024-08-10-00:00,2024-08-11-00:00,second,0.010080947475537555,TA,0
BTCUSDT,2024-08-11-00:00,2024-08-12-00:00,first,0.006279708173294748,TA,0
BTCUSDT,2024-08-11-00:00,2024-08-12-00:00,second,0.009488715310121907,TA,0
BTCUSDT,2024-08-12-00:00,2024-08-13-00:00,first,0.010523943696153908,TA,0
BTCUSDT,2024-08-12-00:00,2024-08-13-00:00,second,0.004751331107796707,TA,0
BTCUSDT,2024-08-13-00:00,2024-08-14-00:00,first,0.014111341105949058,TA,0
BTCUSDT,2024-08-13-00:00,2024-08-14-00:00,second,0.005012735179115722,TA,0
BTCUSDT,2024-08-14-00:00,2024-08-15-00:00,first,0.009280446726138163,TA,0
BTCUSDT,2024-08-14-00:00,2024-08-15-00:00,second,0.005173787048091481,TA,0
BTCUSDT,2024-08-15-00:00,2024-08-16-00:00,first,0.017961025822957277,TA,0
BTCUSDT,2024-08-15-00:00,2024-08-16-00:00,second,0.006562040224357042,TA,0
BTCUSDT,2024-08-16-00:00,2024-08-17-00:00,first,0.011191062919823235,TA,0
BTCUSDT,2024-08-16-00:00,2024-08-17-00:00,second,0.006560538446222378,TA,0
BTCUSDT,2024-08-17-00:00,2024-08-18-00:00,first,0.00919310065553185,TA,0
BTCUSDT,2024-08-17-00:00,2024-08-18-00:00,second,0.006147728502596499,TA,0
BTCUSDT,2024-08-18-00:00,2024-08-19-00:00,first,0.014408443595713812,TA,0
BTCUSDT,2024-08-18-00:00,2024-08-19-00:00,second,0.005924518763798209,TA,0
BTCUSDT,2024-08-19-00:00,2024-08-20-00:00,first,0.013504271339901897,TA,0
BTCUSDT,2024-08-19-00:00,2024-08-20-00:00,second,0.0069670289814816435,TA,0
BTCUSDT,2024-08-20-00:00,2024-08-21-00:00,first,0.016573100770910086,TA,0
BTCUSDT,2024-08-20-00:00,2024-08-21-00:00,second,0.007002981376653508,TA,0
BTCUSDT,2024-08-21-00:00,2024-08-22-00:00,first,0.020918386434707708,TA,0
BTCUSDT,2024-08-21-00:00,2024-08-22-00:00,second,0.007316369057865863,TA,0
BTCUSDT,2024-08-22-00:00,2024-08-23-00:00,first,0.01959617349007221,TA,0
BTCUSDT,2024-08-22-00:00,2024-08-23-00:00,second,0.004909860203901606,TA,0
BTCUSDT,2024-08-23-00:00,2024-08-24-00:00,first,0.014375167900100723,TA,0
BTCUSDT,2024-08-23-00:00,2024-08-24-00:00,second,0.0051821551489160105,TA,0
BTCUSDT,2024-08-24-00:00,2024-08-25-00:00,first,0.015449002513014556,TA,0
BTCUSDT,2024-08-24-00:00,2024-08-25-00:00,second,0.008420303441076632,TA,0
BTCUSDT,2024-08-25-00:00,2024-08-26-00:00,first,0.011499490709167063,TA,0
BTCUSDT,2024-08-25-00:00,2024-08-26-00:00,second,0.006634956304563798,TA,0
BTCUSDT,2024-08-26-00:00,2024-08-27-00:00,first,0.008602702406013872,TA,0
BTCUSDT,2024-08-26-00:00,2024-08-27-00:00,second,0.006138697904803256,TA,0
BTCUSDT,2024-08-27-00:00,2024-08-28-00:00,first,0.010832371485497724,TA,0
BTCUSDT,2024-08-27-00:00,2024-08-28-00:00,second,0.009214877628187958,TA,0
BTCUSDT,2024-08-28-00:00,2024-08-29-00:00,first,0.012001910022399908,TA,0
BTCUSDT,2024-08-28-00:00,2024-08-29-00:00,second,0.006735386739096706,TA,0
BTCUSDT,2024-08-29-00:00,2024-08-30-00:00,first,0.012374510432216827,TA,0
BTCUSDT,2024-08-29-00:00,2024-08-30-00:00,second,0.006629892798047908,TA,0
BTCUSDT,2024-08-30-00:00,2024-08-31-00:00,first,0.006690930495674875,TA,0
BTCUSDT,2024-08-30-00:00,2024-08-31-00:00,second,0.005579373952430572,TA,0
BTCUSDT,2024-08-31-00:00,2024-09-01-00:00,first,0.014408443595713817,TA,0
BTCUSDT,2024-08-31-00:00,2024-09-01-00:00,second,0.00584173306356555,TA,0
BTCUSDT,2024-09-01-00:00,2024-09-02-00:00,first,0.010096117194689861,TA,0
BTCUSDT,2024-09-01-00:00,2024-09-02-00:00,second,0.010368074240687817,TA,0
BTCUSDT,2024-09-02-00:00,2024-09-03-00:00,first,0.010471412808099292,TA,0
BTCUSDT,2024-09-02-00:00,2024-09-03-00:00,second,0.00520817165946554,TA,0
BTCUSDT,2024-09-03-00:00,2024-09-04-00:00,first,0.012578987971870436,TA,0
BTCUSDT,2024-09-03-00:00,2024-09-04-00:00,second,0.007433055801959611,TA,0
BTCUSDT,2024-09-04-00:00,2024-09-05-00:00,first,0.012409325614768521,TA,0
BTCUSDT,2024-09-04-00:00,2024-09-05-00:00,second,0.0044441106059536755,TA,0
BTCUSDT,2024-09-05-00:00,2024-09-06-00:00,first,0.015421073034351581,TA,0
BTCUSDT,2024-09-05-00:00,2024-09-06-00:00,second,0.006663558934090636,TA,0
BTCUSDT,2024-09-06-00:00,2024-09-07-00:00,first,0.014958431350335847,TA,0
BTCUSDT,2024-09-06-00:00,2024-09-07-00:00,second,0.0034401455947458874,TA,0
BTCUSDT,2024-09-07-00:00,2024-09-08-00:00,first,0.015817479759980543,TA,0
BTCUSDT,2024-09-07-00:00,2024-09-08-00:00,second,0.006429262860689751,TA,0
BTCUSDT,2024-09-08-00:00,2024-09-09-00:00,first,0.009128088751244262,TA,0
BTCUSDT,2024-09-08-00:00,2024-09-09-00:00,second,0.006910719760855587,TA,0
BTCUSDT,2024-09-09-00:00,2024-09-10-00:00,first,0.010530829400042619,TA,0
BTCUSDT,2024-09-09-00:00,2024-09-10-00:00,second,0.006544627530128078,TA,0
BTCUSDT,2024-09-10-00:00,2024-09-11-00:00,first,0.007351164015455488,TA,0
BTCUSDT,2024-09-10-00:00,2024-09-11-00:00,second,0.006808368774223697,TA,0
BTCUSDT,2024-09-11-00:00,2024-09-12-00:00,first,0.012095235175635164,TA,0
BTCUSDT,2024-09-11-00:00,2024-09-12-00:00,second,0.007317210296114851,TA,0
BTCUSDT,2024-09-12-00:00,2024-09-13-00:00,first,0.007325929740385022,TA,0
BTCUSDT,2024-09-12-00:00,2024-09-13-00:00,second,0.005983957095958721,TA,0
BTCUSDT,2024-09-13-00:00,2024-09-14-00:00,first,0.008212274763013852,TA,0
BTCUSDT,2024-09-13-00:00,2024-09-14-00:00,second,0.006952073105203299,TA,0
BTCUSDT,2024-09-14-00:00,2024-09-15-00:00,first,0.005726708782240789,TA,0
BTCUSDT,2024-09-14-00:00,2024-09-15-00:00,second,0.007146131427288427,TA,0
BTCUSDT,2024-09-15-00:00,2024-09-16-00:00,first,0.006096341745860679,TA,0
BTCUSDT,2024-09-15-00:00,2024-09-16-00:00,second,0.004492234027019473,TA,0
BTCUSDT,2024-09-16-00:00,2024-09-17-00:00,first,0.013900045199852008,TA,0
BTCUSDT,2024-09-16-00:00,2024-09-17-00:00,second,0.007868039023468894,TA,0
BTCUSDT,2024-09-17-00:00,2024-09-18-00:00,first,0.01626467298156627,TA,0
BTCUSDT,2024-09-17-00:00,2024-09-18-00:00,second,0.0039979302496126,TA,0
BTCUSDT,2024-09-18-00:00,2024-09-19-00:00,first,0.008679039609880517,TA,0
BTCUSDT,2024-09-18-00:00,2024-09-19-00:00,second,0.006110275198912329,TA,0
BTCUSDT,2024-09-19-00:00,2024-09-20-00:00,first,0.008614866989407418,TA,0
BTCUSDT,2024-09-19-00:00,2024-09-20-00:00,second,0.010253209941183722,TA,0
BTCUSDT,2024-09-20-00:00,2024-09-21-00:00,first,0.012419111427408987,TA,0
BTCUSDT,2024-09-20-00:00,2024-09-21-00:00,second,0.004675491627777374,TA,0
BTCUSDT,2024-09-21-00:00,2024-09-22-00:00,first,0.007142879745790368,TA,0
BTCUSDT,2024-09-21-00:00,2024-09-22-00:00,second,0.007032443453477669,TA,0
BTCUSDT,2024-09-22-00:00,2024-09-23-00:00,first,0.011545247421013132,TA,0
BTCUSDT,2024-09-22-00:00,2024-09-23-00:00,second,0.007313839737191899,TA,0
BTCUSDT,2024-09-23-00:00,2024-09-24-00:00,first,0.011681001216823115,TA,0
BTCUSDT,2024-09-23-00:00,2024-09-24-00:00,second,0.0056641824896073185,TA,0
BTCUSDT,2024-09-24-00:00,2024-09-25-00:00,first,0.012177551462130775,TA,0
BTCUSDT,2024-09-24-00:00,2024-09-25-00:00,second,0.007337653758061001,TA,0
BTCUSDT,2024-09-25-00:00,2024-09-26-00:00,first,0.017299569249077478,TA,0
BTCUSDT,2024-09-25-00:00,2024-09-26-00:00,second,0.010085878567981491,TA,0
BTCUSDT,2024-09-26-00:00,2024-09-27-00:00,first,0.009881853842395795,TA,0
BTCUSDT,2024-09-26-00:00,2024-09-27-00:00,second,0.008120927983124067,TA,0
BTCUSDT,2024-09-27-00:00,2024-09-28-00:00,first,0.013041629655886157,TA,0
BTCUSDT,2024-09-27-00:00,2024-09-28-00:00,second,0.00467581140376036,TA,0
BTCUSDT,2024-09-28-00:00,2024-09-29-00:00,first,0.01271775340411234,TA,0
BTCUSDT,2024-09-28-00:00,2024-09-29-00:00,second,0.0049159505487607405,TA,0
BTCUSDT,2024-09-29-00:00,2024-09-30-00:00,first,0.009579088702841507,TA,0
BTCUSDT,2024-09-29-00:00,2024-09-30-00:00,second,0.005852723359682982,TA,0
BTCUSDT,2024-09-30-00:00,2024-10-01-00:00,first,0.004808243780652774,TA,0
BTCUSDT,2024-09-30-00:00,2024-10-01-00:00,second,0.004717426492696318,TA,0
BTCUSDT,2024-10-01-00:00,2024-10-02-00:00,first,0.020480979025762448,TA,0
BTCUSDT,2024-10-01-00:00,2024-10-02-00:00,second,0.008699322225832945,TA,0
BTCUSDT,2024-10-02-00:00,2024-10-03-00:00,first,0.014871085279729539,TA,0
BTCUSDT,2024-10-02-00:00,2024-10-03-00:00,second,0.006359704894987833,TA,0
BTCUSDT,2024-10-03-00:00,2024-10-04-00:00,first,0.006443707880607119,TA,0
BTCUSDT,2024-10-03-00:00,2024-10-04-00:00,second,0.005011637252760738,TA,0
BTCUSDT,2024-10-04-00:00,2024-10-05-00:00,first,0.010501676867280466,TA,0
BTCUSDT,2024-10-04-00:00,2024-10-05-00:00,second,0.007939621565306258,TA,0
BTCUSDT,2024-10-05-00:00,2024-10-06-00:00,first,0.007232921019989177,TA,0
BTCUSDT,2024-10-05-00:00,2024-10-06-00:00,second,0.004736528326970979,TA,0
BTCUSDT,2024-10-06-00:00,2024-10-07-00:00,first,0.006597921775279039,TA,0
BTCUSDT,2024-10-06-00:00,2024-10-07-00:00,second,0.008342790445910016,TA,0
BTCUSDT,2024-10-07-00:00,2024-10-08-00:00,first,0.010674034427974884,TA,0
BTCUSDT,2024-10-07-00:00,2024-10-08-00:00,second,0.008859267554208194,TA,0
BTCUSDT,2024-10-08-00:00,2024-10-09-00:00,first,0.01665478419172686,TA,0
BTCUSDT,2024-10-08-00:00,2024-10-09-00:00,second,0.0047995248155695835,TA,0
BTCUSDT,2024-10-09-00:00,2024-10-10-00:00,first,0.01826379096251156,TA,0
BTCUSDT,2024-10-09-00:00,2024-10-10-00:00,second,0.006681606384945122,TA,0
BTCUSDT,2024-10-10-00:00,2024-10-11-00:00,first,0.013180395088128068,TA,0
BTCUSDT,2024-10-10-00:00,2024-10-11-00:00,second,0.003852646772607027,TA,0
BTCUSDT,2024-10-11-00:00,2024-10-12-00:00,first,0.005942127851188762,TA,0
BTCUSDT,2024-10-11-00:00,2024-10-12-00:00,second,0.006214747037572294,TA,0
BTCUSDT,2024-10-12-00:00,2024-10-13-00:00,first,0.006018148622216006,TA,0
BTCUSDT,2024-10-12-00:00,2024-10-13-00:00,second,0.0040015129659136004,TA,0
BTCUSDT,2024-10-13-00:00,2024-10-14-00:00,first,0.010144841352732971,TA,0
BTCUSDT,2024-10-13-00:00,2024-10-14-00:00,second,0.00826959912044829,TA,0
BTCUSDT,2024-10-14-00:00,2024-10-15-00:00,first,0.007743970429208596,TA,0
BTCUSDT,2024-10-14-00:00,2024-10-15-00:00,second,0.006148576536922755,TA,0
BTCUSDT,2024-10-15-00:00,2024-10-16-00:00,first,0.009455771733029599,TA,0
BTCUSDT,2024-10-15-00:00,2024-10-16-00:00,second,0.005909864857207335,TA,0
BTCUSDT,2024-10-16-00:00,2024-10-17-00:00,first,0.015950582542432905,TA,0
BTCUSDT,2024-10-16-00:00,2024-10-17-00:00,second,0.004822882105695606,TA,0
BTCUSDT,2024-10-17-00:00,2024-10-18-00:00,first,0.016065858091702193,TA,0
BTCUSDT,2024-10-17-00:00,2024-10-18-00:00,second,0.008355866012684393,TA,0
BTCUSDT,2024-10-18-00:00,2024-10-19-00:00,first,0.013709904596209395,TA,0
BTCUSDT,2024-10-18-00:00,2024-10-19-00:00,second,0.004039644905763145,TA,0
BTCUSDT,2024-10-19-00:00,2024-10-20-00:00,first,0.009010957282196967,TA,0
BTCUSDT,2024-10-19-00:00,2024-10-20-00:00,second,0.005799725188715811,TA,0
BTCUSDT,2024-10-20-00:00,2024-10-21-00:00,first,0.010568544691346063,TA,0
BTCUSDT,2024-10-20-00:00,2024-10-21-00:00,second,0.008274342850981196,TA,0
BTCUSDT,2024-10-21-00:00,2024-10-22-00:00,first,0.013652822584784263,TA,0
BTCUSDT,2024-10-21-00:00,2024-10-22-00:00,second,0.007766387899663349,TA,0
BTCUSDT,2024-10-22-00:00,2024-10-23-00:00,first,0.007638480692579776,TA,0
BTCUSDT,2024-10-22-00:00,2024-10-23-00:00,second,0.0089595033362154,TA,0
BTCUSDT,2024-10-23-00:00,2024-10-24-00:00,first,0.005468477300433388,TA,0
BTCUSDT,2024-10-23-00:00,2024-10-24-00:00,second,0.005433971284450473,TA,0
BTCUSDT,2024-10-24-00:00,2024-10-25-00:00,first,0.010607166603909273,TA,0
BTCUSDT,2024-10-24-00:00,2024-10-25-00:00,second,0.011141359395817155,TA,0
BTCUSDT,2024-10-25-00:00,2024-10-26-00:00,first,0.01534505226332434,TA,0
BTCUSDT,2024-10-25-00:00,2024-10-26-00:00,second,0.007529194126781295,TA,0
BTCUSDT,2024-10-26-00:00,2024-10-27-00:00,first,0.006186383020059496,TA,0
BTCUSDT,2024-10-26-00:00,2024-10-27-00:00,second,0.004934790708274672,TA,0
BTCUSDT,2024-10-27-00:00,2024-10-28-00:00,first,0.009473598966212695,TA,0
BTCUSDT,2024-10-27-00:00,2024-10-28-00:00,second,0.007241911710807176,TA,0
BTCUSDT,2024-10-28-00:00,2024-10-29-00:00,first,0.01354887233509405,TA,0
BTCUSDT,2024-10-28-00:00,2024-10-29-00:00,second,0.007374723340932884,TA,0
BTCUSDT,2024-10-29-00:00,2024-10-30-00:00,first,0.023830939633130318,TA,0
BTCUSDT,2024-10-29-00:00,2024-10-30-00:00,second,0.009680758337288932,TA,0
BTCUSDT,2024-10-30-00:00,2024-10-31-00:00,first,0.006674258979145693,TA,0
BTCUSDT,2024-10-30-00:00,2024-10-31-00:00,second,0.004763550779024794,TA,0
BTCUSDT,2024-10-31-00:00,2024-11-01-00:00,first,0.018433453319613474,TA,0
BTCUSDT,2024-10-31-00:00,2024-11-01-00:00,second,0.006304831043376713,TA,0
BTCUSDT,2024-11-01-00:00,2024-11-02-00:00,first,0.009307536920986646,TA,0
BTCUSDT,2024-11-01-00:00,2024-11-02-00:00,second,0.004683329213904459,TA,0
BTCUSDT,2024-11-02-00:00,2024-11-03-00:00,first,0.01489219639194908,TA,0
BTCUSDT,2024-11-02-00:00,2024-11-03-00:00,second,0.005513413104530747,TA,0
BTCUSDT,2024-11-03-00:00,2024-11-04-00:00,first,0.016664570004367326,TA,0
BTCUSDT,2024-11-03-00:00,2024-11-04-00:00,second,0.005658106782557214,TA,0
BTCUSDT,2024-11-04-00:00,2024-11-05-00:00,first,0.019981254916122102,TA,0
BTCUSDT,2024-11-04-00:00,2024-11-05-00:00,second,0.0056061563307586715,TA,0
BTCUSDT,2024-11-05-00:00,2024-11-06-00:00,first,0.018901757653418727,TA,0
BTCUSDT,2024-11-05-00:00,2024-11-06-00:00,second,0.004515361186323228,TA,0
BTCUSDT,2024-11-06-00:00,2024-11-07-00:00,first,0.01054505480837344,TA,0
BTCUSDT,2024-11-06-00:00,2024-11-07-00:00,second,0.007319275551549012,TA,0
BTCUSDT,2024-11-07-00:00,2024-11-08-00:00,first,0.013849781554870315,TA,0
BTCUSDT,2024-11-07-00:00,2024-11-08-00:00,second,0.008631103674923335,TA,0
BTCUSDT,2024-11-08-00:00,2024-11-09-00:00,first,0.011874786322576478,TA,0
BTCUSDT,2024-11-08-00:00,2024-11-09-00:00,second,0.007331062856630653,TA,0
BTCUSDT,2024-11-09-00:00,2024-11-10-00:00,first,0.014650636426670869,TA,0
BTCUSDT,2024-11-09-00:00,2024-11-10-00:00,second,0.005520784511548698,TA,0
BTCUSDT,2024-11-10-00:00,2024-11-11-00:00,first,0.011526787322151196,TA,0
BTCUSDT,2024-11-10-00:00,2024-11-11-00:00,second,0.0034453879052787685,TA,0
BTCUSDT,2024-11-11-00:00,2024-11-12-00:00,first,0.02274165655778648,TA,0
BTCUSDT,2024-11-11-00:00,2024-11-12-00:00,second,0.006918814795636203,TA,0
BTCUSDT,2024-11-12-00:00,2024-11-13-00:00,first,0.03185006215606964,TA,0
BTCUSDT,2024-11-12-00:00,2024-11-13-00:00,second,0.005871760129509412,TA,0
BTCUSDT,2024-11-13-00:00,2024-11-14-00:00,first,0.025517506661880865,TA,0
BTCUSDT,2024-11-13-00:00,2024-11-14-00:00,second,0.005821612244645629,TA,0
BTCUSDT,2024-11-14-00:00,2024-11-15-00:00,first,0.017810935091136303,TA,0
BTCUSDT,2024-11-14-00:00,2024-11-15-00:00,second,0.00467322398186414,TA,0
BTCUSDT,2024-11-15-00:00,2024-11-16-00:00,first,0.02273599390799695,TA,0
BTCUSDT,2024-11-15-00:00,2024-11-16-00:00,second,0.008018796488366947,TA,0
BTCUSDT,2024-11-16-00:00,2024-11-17-00:00,first,0.024607671756279398,TA,0
BTCUSDT,2024-11-16-00:00,2024-11-17-00:00,second,0.00869348659250856,TA,0
BTCUSDT,2024-11-17-00:00,2024-11-18-00:00,first,0.023507063381356493,TA,0
BTCUSDT,2024-11-17-00:00,2024-11-18-00:00,second,0.006646831660138093,TA,0
BTCUSDT,2024-11-18-00:00,2024-11-19-00:00,first,0.017970811635597737,TA,0
BTCUSDT,2024-11-18-00:00,2024-11-19-00:00,second,0.00722227020521818,TA,0
BTCUSDT,2024-11-19-00:00,2024-11-20-00:00,first,0.006069045132876534,TA,0
BTCUSDT,2024-11-19-00:00,2024-11-20-00:00,second,0.007286467559884695,TA,0
BTCUSDT,2024-11-20-00:00,2024-11-21-00:00,first,0.018423667506973,TA,0
BTCUSDT,2024-11-20-00:00,2024-11-21-00:00,second,0.006400775090350597,TA,0
BTCUSDT,2024-11-21-00:00,2024-11-22-00:00,first,0.020047489874508873,TA,0
BTCUSDT,2024-11-21-00:00,2024-11-22-00:00,second,0.00776760501699286,TA,0
BTCUSDT,2024-11-22-00:00,2024-11-23-00:00,first,0.019189074330543024,TA,0
BTCUSDT,2024-11-22-00:00,2024-11-23-00:00,second,0.005103206784734459,TA,0
BTCUSDT,2024-11-23-00:00,2024-11-24-00:00,first,0.021970587084426927,TA,0
BTCUSDT,2024-11-23-00:00,2024-11-24-00:00,second,0.0068192832971178865,TA,0
BTCUSDT,2024-11-24-00:00,2024-11-25-00:00,first,0.025237008351200015,TA,0
BTCUSDT,2024-11-24-00:00,2024-11-25-00:00,second,0.008629885667121818,TA,0
BTCUSDT,2024-11-25-00:00,2024-11-26-00:00,first,0.025989934158537058,TA,0
BTCUSDT,2024-11-25-00:00,2024-11-26-00:00,second,0.006506269031399395,TA,0
BTCUSDT,2024-11-26-00:00,2024-11-27-00:00,first,0.018732095296316826,TA,0
BTCUSDT,2024-11-26-00:00,2024-11-27-00:00,second,0.00650479720253513,TA,0
BTCUSDT,2024-11-27-00:00,2024-11-28-00:00,first,0.021507945400411205,TA,0
BTCUSDT,2024-11-27-00:00,2024-11-28-00:00,second,0.003744965382439662,TA,0
BTCUSDT,2024-11-28-00:00,2024-11-29-00:00,first,0.03368518042970255,TA,0
BTCUSDT,2024-11-28-00:00,2024-11-29-00:00,second,0.005607436990164664,TA,0
