symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
SUIUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.3039555863983345, 0.18112421929215822, 0.11658570437196392, 0.08535739070090215, 0.08882720333102012, 0.0659264399722415, 0.05968077723802915, 0.05829285218598196, 0.040249826509368494]",first,TA,2.870376187613854
SUIUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12074947952810548, 0.09507286606523248, 0.12560721721027066, 0.10825815405968078, 0.08119361554476058, 0.09437890353920889, 0.09715475364330327, 0.09715475364330327, 0.0922970159611381, 0.08813324080499653]",second,TA,3.3094127063402854
SUIUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.33171408743927827, 0.1852879944482998, 0.11519777931991672, 0.08327550312283137, 0.08674531575294935, 0.07009021512838307, 0.04510756419153366, 0.04510756419153366, 0.03747397640527411]",first,TA,2.7921067359254725
SUIUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.11034004163775156, 0.12421929215822346, 0.10131852879944483, 0.10340041637751561, 0.1040943789035392, 0.10825815405968078, 0.08743927827897294, 0.10201249132546843, 0.08535739070090215, 0.07356002775850104]",second,TA,3.308159674806869
SUIUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.29424011103400416, 0.20333102012491325, 0.15128383067314366, 0.08813324080499653, 0.07425399028452463, 0.054823039555863984, 0.062456627342123525, 0.03469812630117974, 0.03678001387925052]",first,TA,2.80922922947168
SUIUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.1179736294240111, 0.10895211658570438, 0.09923664122137404, 0.09923664122137404, 0.11519777931991672, 0.10478834142956281, 0.0916030534351145, 0.08813324080499653, 0.09299097848716169, 0.08188757807078417]",second,TA,3.3129367918603063
SUIUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.3011797362942401, 0.18945176960444135, 0.14156835530881332, 0.09784871616932686, 0.06800832755031229, 0.06453851492019431, 0.04441360166551006, 0.04510756419153366, 0.047883414295628035]",first,TA,2.8335812861544007
SUIUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.11034004163775156, 0.11242192921582235, 0.11311589174184594, 0.0922970159611381, 0.10270645385149202, 0.0916030534351145, 0.09576682859125607, 0.09854267869535045, 0.09090909090909091, 0.0922970159611381]",second,TA,3.3167061757504848
SUIUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.2630117973629424, 0.2227619708535739, 0.16308119361554477, 0.10340041637751561, 0.0784177654406662, 0.0527411519777932, 0.04580152671755725, 0.029840388619014575, 0.040943789035392086]",first,TA,2.8101245800348686
SUIUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11450381679389313, 0.11034004163775156, 0.10756419153365718, 0.09646079111727966, 0.10201249132546843, 0.09507286606523248, 0.09993060374739764, 0.0936849410131853, 0.09437890353920889, 0.08605135322692574]",second,TA,3.3170319470790104
