symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
ONGUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.2874524714828897, 0.18631178707224336, 0.1269961977186312, 0.09581749049429658, 0.07072243346007605, 0.06920152091254753, 0.05931558935361217, 0.061596958174904945, 0.04258555133079848]",first,TA,2.8912105828514396
ONGUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.1247148288973384, 0.10798479087452471, 0.09885931558935361, 0.10038022813688213, 0.09049429657794676, 0.10646387832699619, 0.08821292775665399, 0.09201520912547528, 0.0935361216730038, 0.09733840304182509]",second,TA,3.3145421969676976
ONGUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.30548730548730546, 0.18755118755118755, 0.11547911547911548, 0.10483210483210484, 0.085995085995086, 0.05241605241605242, 0.05733005733005733, 0.04586404586404586, 0.04504504504504504]",first,TA,2.8454629415493966
ONGUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.13267813267813267, 0.14250614250614252, 0.1122031122031122, 0.08845208845208845, 0.08026208026208026, 0.085995085995086, 0.08681408681408681, 0.08026208026208026, 0.08927108927108927, 0.10155610155610155]",second,TA,3.291704139190421
ONGUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.2957516339869281, 0.1854575163398693, 0.11683006535947713, 0.0915032679738562, 0.0857843137254902, 0.06699346405228758, 0.051470588235294115, 0.05310457516339869, 0.05310457516339869]",first,TA,2.88349277343061
ONGUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.15522875816993464, 0.13970588235294118, 0.10294117647058823, 0.09803921568627451, 0.08905228758169935, 0.08905228758169935, 0.08169934640522876, 0.07598039215686274, 0.08660130718954248, 0.08169934640522876]",second,TA,3.2800788183172918
ONGUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.31221719457013575, 0.17496229260935142, 0.12141779788838612, 0.0889894419306184, 0.08069381598793364, 0.06636500754147813, 0.06636500754147813, 0.04675716440422323, 0.042232277526395176]",first,TA,2.856157920007183
ONGUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.1282051282051282, 0.0942684766214178, 0.10030165912518854, 0.09954751131221719, 0.08446455505279035, 0.10407239819004525, 0.07541478129713423, 0.1048265460030166, 0.11236802413273002, 0.09653092006033183]",second,TA,3.3083803343630507
ONGUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.2936021034180543, 0.20508326029798424, 0.1165644171779141, 0.09465381244522349, 0.07887817703768624, 0.06485539000876424, 0.04557405784399649, 0.04645048203330412, 0.05433829973707274]",first,TA,2.8533129645149438
ONGUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.12182296231375986, 0.09377738825591586, 0.0876424189307625, 0.11831726555652936, 0.09202453987730061, 0.08676599474145487, 0.10078878177037687, 0.11481156879929887, 0.09991235758106924, 0.08413672217353199]",second,TA,3.309770002914738
ONGUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.24793388429752067, 0.21763085399449036, 0.12764003673094582, 0.10009182736455463, 0.07621671258034894, 0.07621671258034894, 0.05876951331496786, 0.05693296602387511, 0.03856749311294766]",first,TA,2.9119918105202607
ONGUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.09825528007346189, 0.09641873278236915, 0.1046831955922865, 0.11019283746556474, 0.08539944903581267, 0.1258034894398531, 0.09182736455463728, 0.10376492194674013, 0.07621671258034894, 0.10743801652892562]",second,TA,3.309442020617964
ONGUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.27690802348336596, 0.20743639921722112, 0.11056751467710371, 0.09686888454011741, 0.10567514677103718, 0.0684931506849315, 0.04794520547945205, 0.043052837573385516, 0.043052837573385516]",first,TA,2.8696135577955975
ONGUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.10176125244618395, 0.09882583170254403, 0.07436399217221135, 0.0821917808219178, 0.1086105675146771, 0.08414872798434442, 0.09882583170254403, 0.09099804305283757, 0.08610567514677103, 0.17416829745596868]",second,TA,3.2773234756616385
ONGUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.2841296928327645, 0.20648464163822525, 0.11604095563139932, 0.09726962457337884, 0.1075085324232082, 0.05887372013651877, 0.04948805460750853, 0.03668941979522184, 0.043515358361774746]",first,TA,2.8461615129812685
ONGUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.10921501706484642, 0.08532423208191127, 0.10494880546075085, 0.10068259385665529, 0.10409556313993173, 0.09726962457337884, 0.09556313993174062, 0.09812286689419795, 0.12030716723549488, 0.08447098976109214]",second,TA,3.3145483621342664
