symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
TFUELUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.31960461285008235, 0.14991762767710048, 0.12273476112026359, 0.09802306425041186, 0.07990115321252059, 0.06177924217462932, 0.06672158154859967, 0.051894563426688634, 0.04942339373970346]",first,TA,2.872251965483624
TFUELUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.13673805601317957, 0.1186161449752883, 0.11779242174629324, 0.12108731466227347, 0.08978583196046129, 0.10873146622734761, 0.08731466227347612, 0.07413509060955518, 0.06589785831960461, 0.07990115321252059]",second,TA,3.285170962471458
TFUELUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.31259720062208396, 0.15863141524105753, 0.12986003110419908, 0.08709175738724728, 0.0660964230171073, 0.059875583203732506, 0.08631415241057543, 0.0552099533437014, 0.04432348367029549]",first,TA,2.8721993064943323
TFUELUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.12986003110419908, 0.12597200622083982, 0.10808709175738725, 0.08864696734059098, 0.10108864696734059, 0.10342146189735614, 0.09486780715396578, 0.08087091757387248, 0.08631415241057543, 0.08087091757387248]",second,TA,3.302781812732254
TFUELUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.3048327137546468, 0.1828996282527881, 0.10929368029739776, 0.10185873605947955, 0.07657992565055761, 0.055762081784386616, 0.060966542750929366, 0.05947955390334572, 0.048327137546468404]",first,TA,2.870991933227773
TFUELUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.11598513011152416, 0.12565055762081784, 0.08996282527881042, 0.11152416356877323, 0.10260223048327137, 0.08475836431226766, 0.08401486988847584, 0.10929368029739776, 0.08773234200743495, 0.08847583643122676]",second,TA,3.307613718476566
TFUELUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.3223314606741573, 0.16432584269662923, 0.11797752808988764, 0.08848314606741572, 0.06882022471910113, 0.05688202247191011, 0.07092696629213484, 0.05688202247191011, 0.05337078651685393]",first,TA,2.8605860536015673
TFUELUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.12008426966292135, 0.11867977528089887, 0.09691011235955056, 0.09410112359550561, 0.08848314606741572, 0.10603932584269662, 0.09269662921348315, 0.0976123595505618, 0.10463483146067416, 0.08075842696629214]",second,TA,3.31179353236785
TFUELUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.29992576095025986, 0.18188567186340016, 0.11581291759465479, 0.09279881217520415, 0.0757238307349666, 0.06755753526354863, 0.06087602078693393, 0.047512991833704527, 0.05790645879732739]",first,TA,2.88401457317445
TFUELUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.12397921306607275, 0.11061618411284335, 0.10244988864142539, 0.10467706013363029, 0.08760207869339272, 0.10244988864142539, 0.10690423162583519, 0.07869339272457312, 0.08908685968819599, 0.0935412026726058]",second,TA,3.3108206928482464
