symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
CELOUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.27811094452773616, 0.1679160419790105, 0.12818590704647675, 0.11169415292353824, 0.07871064467766117, 0.0727136431784108, 0.06596701649175413, 0.0472263868065967, 0.049475262368815595]",first,TA,2.9237772005047495
CELOUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.1206896551724138, 0.11169415292353824, 0.09070464767616192, 0.10419790104947527, 0.10644677661169415, 0.11019490254872563, 0.09070464767616192, 0.0937031484257871, 0.08395802098950525, 0.08770614692653673]",second,TA,3.3122574758027135
CELOUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.30774697938877044, 0.15778251599147122, 0.11798152096659559, 0.0945273631840796, 0.09168443496801706, 0.07604832977967306, 0.05543710021321962, 0.04904051172707889, 0.04975124378109453]",first,TA,2.887784908118365
CELOUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.11940298507462686, 0.10589907604832978, 0.10305614783226724, 0.09523809523809523, 0.10021321961620469, 0.11016346837242359, 0.08386638237384506, 0.08528784648187633, 0.09097370291400142, 0.10589907604832978]",second,TA,3.3136879988075916
CELOUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.3002144388849178, 0.182987848463188, 0.11222301644031452, 0.09292351679771266, 0.09077912794853467, 0.06004288777698356, 0.05575411007862759, 0.059328091493924234, 0.045746962115797]",first,TA,2.8775900718280933
CELOUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.12866333095067906, 0.11722659042172981, 0.10150107219442459, 0.11365260900643316, 0.09578270192994996, 0.09077912794853467, 0.09363831308077197, 0.09006433166547534, 0.07719799857040743, 0.091493924231594]",second,TA,3.306758512001035
CELOUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.313588850174216, 0.18118466898954705, 0.11707317073170732, 0.08850174216027874, 0.07735191637630662, 0.06759581881533101, 0.0627177700348432, 0.045993031358885016, 0.045993031358885016]",first,TA,2.850606478731021
CELOUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.13240418118466898, 0.10522648083623694, 0.11707317073170732, 0.1024390243902439, 0.11289198606271778, 0.089198606271777, 0.09825783972125436, 0.08292682926829269, 0.07874564459930314, 0.0808362369337979]",second,TA,3.3021976584162607
CELOUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.27781665500349895, 0.18054583624912526, 0.11546536039188243, 0.10216934919524143, 0.08117564730580826, 0.07137858642407278, 0.06717984604618614, 0.05318404478656403, 0.05108467459762071]",first,TA,2.9270305507689645
CELOUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11476557032890133, 0.12666200139958012, 0.1000699790062981, 0.0986703988803359, 0.1000699790062981, 0.10636808957312806, 0.08887333799860042, 0.09307207837648705, 0.08887333799860042, 0.08257522743177047]",second,TA,3.3108630397548886
CELOUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.2914536157779401, 0.183345507669832, 0.11249086924762601, 0.11029948867786706, 0.08400292184075968, 0.07596785975164354, 0.04821037253469686, 0.04601899196493791, 0.04821037253469686]",first,TA,2.8813573156402597
CELOUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.13367421475529584, 0.1139517896274653, 0.10737764791818846, 0.09715120525931337, 0.10299488677867057, 0.09495982468955443, 0.07523739956172389, 0.07669831994156319, 0.09130752373995617, 0.10664718772826881]",second,TA,3.302524316081069
CELOUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.29850746268656714, 0.17199715707178392, 0.12082444918265814, 0.11158493248045487, 0.07178393745557925, 0.07462686567164178, 0.052594171997157074, 0.046908315565031986, 0.0511727078891258]",first,TA,2.881051078261025
CELOUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.12366737739872068, 0.10874200426439233, 0.10660980810234541, 0.09879175550817342, 0.0945273631840796, 0.10589907604832978, 0.10518834399431415, 0.08528784648187633, 0.09168443496801706, 0.07960199004975124]",second,TA,3.311274537067889
CELOUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.3147751605995717, 0.15631691648822268, 0.11563169164882227, 0.08708065667380442, 0.08065667380442541, 0.07494646680942184, 0.05710206995003569, 0.06852248394004283, 0.044967880085653104]",first,TA,2.8851725226991416
CELOUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.1256245538900785, 0.11563169164882227, 0.10421127765881513, 0.12205567451820129, 0.10992148465381871, 0.09778729478943611, 0.07994289793004997, 0.09635974304068523, 0.07922912205567452, 0.06923625981441828]",second,TA,3.297520385790291
CELOUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.30021291696238467, 0.16394606103619588, 0.1256210078069553, 0.1050390347764372, 0.0880056777856636, 0.07097232079488999, 0.0539389638041164, 0.058907026259758695, 0.0333569907735983]",first,TA,2.877254285072998
CELOUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.1263307310149042, 0.10858765081618169, 0.1185237757274663, 0.10574875798438609, 0.099361249112846, 0.09723207948899928, 0.09155429382540808, 0.08942512420156139, 0.08445706174591909, 0.07877927608232789]",second,TA,3.307457531452996
