symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
SHIBUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.33587786259541985, 0.16238723108952116, 0.11311589174184594, 0.09437890353920889, 0.08188757807078417, 0.06176266481609993, 0.06315058986814712, 0.04510756419153366, 0.04233171408743928]",first,TA,2.821749040958852
SHIBUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.11866759195003469, 0.12630117973629423, 0.11589174184594032, 0.10895211658570438, 0.0922970159611381, 0.08743927827897294, 0.10270645385149202, 0.0916030534351145, 0.08535739070090215, 0.07078417765440666]",second,TA,3.301965581889063
SHIBUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.2768910478834143, 0.21235253296322, 0.14087439278278974, 0.12699514226231784, 0.07147814018043026, 0.047883414295628035, 0.04371963913948647, 0.04233171408743928, 0.03747397640527411]",first,TA,2.8141870624249483
SHIBUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.12144344205412907, 0.12213740458015267, 0.10825815405968078, 0.10617626648161, 0.08882720333102012, 0.09437890353920889, 0.08605135322692574, 0.09021512838306732, 0.0922970159611381, 0.09021512838306732]",second,TA,3.3102671949614355
SHIBUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.30950728660652327, 0.19430950728660654, 0.1311589174184594, 0.07147814018043026, 0.0784177654406662, 0.05759888965995836, 0.06176266481609993, 0.046495489243580844, 0.049271339347675226]",first,TA,2.832491841033232
SHIBUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.12283136710617627, 0.1054823039555864, 0.10825815405968078, 0.11034004163775156, 0.09715475364330327, 0.08743927827897294, 0.0916030534351145, 0.10131852879944483, 0.09090909090909091, 0.08466342817487855]",second,TA,3.312797735434984
SHIBUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.31297709923664124, 0.20124913254684246, 0.1179736294240111, 0.1040943789035392, 0.0652324774462179, 0.06731436502428868, 0.04302567661346287, 0.049271339347675226, 0.0388619014573213]",first,TA,2.803833452219028
SHIBUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.11450381679389313, 0.1179736294240111, 0.10340041637751561, 0.10340041637751561, 0.10201249132546843, 0.08952116585704371, 0.08743927827897294, 0.11658570437196392, 0.07494795281054822, 0.09021512838306732]",second,TA,3.3085143998087427
SHIBUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.29285218598195695, 0.1873698820263706, 0.15475364330326163, 0.10825815405968078, 0.07702984038861901, 0.055517002081887576, 0.048577376821651634, 0.0395558639833449, 0.03608605135322693]",first,TA,2.8210646765553027
SHIBUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11519777931991672, 0.11450381679389313, 0.09507286606523248, 0.09507286606523248, 0.1040943789035392, 0.10062456627342123, 0.1054823039555864, 0.09784871616932686, 0.08188757807078417, 0.09021512838306732]",second,TA,3.314928498341346
