symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
HIVEUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.27561475409836067, 0.1864754098360656, 0.14549180327868852, 0.08913934426229508, 0.10245901639344263, 0.05942622950819672, 0.060450819672131145, 0.03790983606557377, 0.0430327868852459]",first,TA,2.8775675239926017
HIVEUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.14549180327868852, 0.11577868852459017, 0.10553278688524591, 0.08401639344262295, 0.1014344262295082, 0.08299180327868852, 0.09528688524590163, 0.0706967213114754, 0.07479508196721311, 0.12397540983606557]",second,TA,3.28680609833965
HIVEUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.28945147679324895, 0.17637130801687764, 0.1451476793248945, 0.08607594936708861, 0.07763713080168777, 0.059915611814345994, 0.060759493670886074, 0.05147679324894515, 0.053164556962025315]",first,TA,2.8884020151697674
HIVEUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.1518987341772152, 0.1291139240506329, 0.1029535864978903, 0.08185654008438818, 0.09282700421940929, 0.09113924050632911, 0.09620253164556962, 0.07763713080168777, 0.07932489451476793, 0.0970464135021097]",second,TA,3.2886353215444113
HIVEUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.27598896044158233, 0.17203311867525298, 0.11959521619135234, 0.10671573137074516, 0.09383624655013799, 0.07451701931922723, 0.06071757129714812, 0.050597976080956765, 0.045998160073597055]",first,TA,2.9273861578688476
HIVEUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.13247470101195952, 0.11959521619135234, 0.09659613615455381, 0.09291628334866606, 0.10763569457221711, 0.09659613615455381, 0.09199632014719411, 0.09015639374425023, 0.07543698252069918, 0.09659613615455381]",second,TA,3.3054344458232094
HIVEUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.31196581196581197, 0.1752136752136752, 0.12051282051282051, 0.0829059829059829, 0.0811965811965812, 0.06495726495726496, 0.06324786324786325, 0.05299145299145299, 0.04700854700854701]",first,TA,2.864459734332623
HIVEUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.1170940170940171, 0.09914529914529914, 0.10512820512820513, 0.08717948717948718, 0.11196581196581197, 0.1, 0.08803418803418804, 0.08205128205128205, 0.09230769230769231, 0.1170940170940171]",second,TA,3.3115166219927983
HIVEUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.2836676217765043, 0.1766953199617956, 0.12989493791786055, 0.12129894937917861, 0.0830945558739255, 0.06685768863419293, 0.04393505253104107, 0.05253104106972302, 0.04202483285577841]",first,TA,2.8818300903778344
HIVEUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11938872970391595, 0.10888252148997135, 0.08500477554918816, 0.11556829035339064, 0.09837631327602674, 0.0830945558739255, 0.08500477554918816, 0.0964660936007641, 0.08213944603629417, 0.12607449856733524]",second,TA,3.3044628324932495
