symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
AVAXUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.26648160999306036, 0.1963913948646773, 0.13462873004857737, 0.12005551700208189, 0.08674531575294935, 0.06176266481609993, 0.055517002081887576, 0.0395558639833449, 0.0388619014573213]",first,TA,2.878252383716609
AVAXUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12213740458015267, 0.10340041637751561, 0.11866759195003469, 0.10270645385149202, 0.08743927827897294, 0.11034004163775156, 0.09715475364330327, 0.09646079111727966, 0.08605135322692574, 0.07564191533657183]",second,TA,3.3078869045548163
AVAXUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.3108952116585704, 0.1568355308813324, 0.10756419153365718, 0.08743927827897294, 0.08396946564885496, 0.06176266481609993, 0.06453851492019431, 0.06384455239417071, 0.06315058986814712]",first,TA,2.9050451042269727
AVAXUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.14226231783483692, 0.09854267869535045, 0.10131852879944483, 0.11103400416377515, 0.1040943789035392, 0.10687022900763359, 0.09646079111727966, 0.08813324080499653, 0.08396946564885496, 0.06731436502428868]",second,TA,3.2973944642280797
AVAXUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.2775850104094379, 0.17834836918806385, 0.131852879944483, 0.10201249132546843, 0.07564191533657183, 0.07702984038861901, 0.05759888965995836, 0.05690492713393477, 0.04302567661346287]",first,TA,2.9126101050348776
AVAXUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.10825815405968078, 0.131852879944483, 0.10340041637751561, 0.10201249132546843, 0.10478834142956281, 0.09507286606523248, 0.09299097848716169, 0.09299097848716169, 0.0784177654406662, 0.09021512838306732]",second,TA,3.3092788335972494
AVAXUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.24843858431644691, 0.16238723108952116, 0.14712005551700208, 0.09993060374739764, 0.10270645385149202, 0.08466342817487855, 0.056210964607911175, 0.054823039555863984, 0.04371963913948647]",first,TA,2.9631502849671776
AVAXUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.11172796668979876, 0.1179736294240111, 0.11727966689798751, 0.09507286606523248, 0.08743927827897294, 0.08674531575294935, 0.09576682859125607, 0.10201249132546843, 0.09021512838306732, 0.09576682859125607]",second,TA,3.3130310233556544
AVAXUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.30673143650242884, 0.14781401804302569, 0.12768910478834142, 0.09090909090909091, 0.08952116585704371, 0.05690492713393477, 0.06870229007633588, 0.062456627342123525, 0.049271339347675226]",first,TA,2.9006043749660866
AVAXUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11380985426786953, 0.12421929215822346, 0.12074947952810548, 0.09576682859125607, 0.11589174184594032, 0.09576682859125607, 0.08119361554476058, 0.09507286606523248, 0.0798056904927134, 0.0777238029146426]",second,TA,3.3018322310247177
AVAXUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.3143650242886884, 0.17696044413601666, 0.11658570437196392, 0.1054823039555864, 0.07078417765440666, 0.062456627342123525, 0.06870229007633588, 0.04718945176960444, 0.03747397640527411]",first,TA,2.8419096774469854
AVAXUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.1311589174184594, 0.10617626648161, 0.12491325468424705, 0.12005551700208189, 0.09090909090909091, 0.08396946564885496, 0.08813324080499653, 0.08258154059680778, 0.0798056904927134, 0.0922970159611381]",second,TA,3.2988508362914324
AVAXUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.25746009715475365, 0.20194309507286606, 0.13879250520471895, 0.09784871616932686, 0.08813324080499653, 0.07078417765440666, 0.06315058986814712, 0.040249826509368494, 0.041637751561415685]",first,TA,2.9020358457341144
AVAXUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.11034004163775156, 0.1179736294240111, 0.10062456627342123, 0.09576682859125607, 0.1040943789035392, 0.1054823039555864, 0.10062456627342123, 0.0916030534351145, 0.08813324080499653, 0.08535739070090215]",second,TA,3.315300901282829
AVAXUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.2748091603053435, 0.1568355308813324, 0.11172796668979876, 0.09437890353920889, 0.0936849410131853, 0.08466342817487855, 0.07286606523247745, 0.06731436502428868, 0.04371963913948647]",first,TA,2.9623658957778143
AVAXUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.1297709923664122, 0.12421929215822346, 0.10201249132546843, 0.10201249132546843, 0.09090909090909091, 0.09021512838306732, 0.10756419153365718, 0.09090909090909091, 0.07633587786259542, 0.08605135322692574]",second,TA,3.303881828085307
AVAXUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.3039555863983345, 0.13948646773074255, 0.12074947952810548, 0.11866759195003469, 0.08049965301873699, 0.08327550312283137, 0.06176266481609993, 0.0520471894517696, 0.0395558639833449]",first,TA,2.897384706771655
AVAXUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.11727966689798751, 0.1179736294240111, 0.10617626648161, 0.09993060374739764, 0.10340041637751561, 0.09715475364330327, 0.0916030534351145, 0.09576682859125607, 0.09299097848716169, 0.0777238029146426]",second,TA,3.312378244381257
AVAXUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.28105482303955587, 0.16308119361554477, 0.13532269257460097, 0.1040943789035392, 0.09507286606523248, 0.07217210270645386, 0.05065926439972242, 0.0520471894517696, 0.046495489243580844]",first,TA,2.913759184231407
AVAXUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.11589174184594032, 0.11034004163775156, 0.09923664122137404, 0.1054823039555864, 0.09299097848716169, 0.12213740458015267, 0.09507286606523248, 0.09021512838306732, 0.08813324080499653, 0.08049965301873699]",second,TA,3.3106780288827466
AVAXUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.2727272727272727, 0.1589174184594032, 0.12491325468424705, 0.11311589174184594, 0.10062456627342123, 0.0798056904927134, 0.06384455239417071, 0.04580152671755725, 0.040249826509368494]",first,TA,2.931606736896531
AVAXUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.12352532963219987, 0.10270645385149202, 0.09646079111727966, 0.1040943789035392, 0.11519777931991672, 0.09021512838306732, 0.08605135322692574, 0.09784871616932686, 0.08952116585704371, 0.09437890353920889]",second,TA,3.3130905894036236
AVAXUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.25260235947258847, 0.17557251908396945, 0.1589174184594032, 0.11311589174184594, 0.10062456627342123, 0.07286606523247745, 0.05065926439972242, 0.04233171408743928, 0.033310201249132546]",first,TA,2.902745010268327
AVAXUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.11658570437196392, 0.10964607911172797, 0.10201249132546843, 0.11727966689798751, 0.09784871616932686, 0.10270645385149202, 0.07286606523247745, 0.08952116585704371, 0.09646079111727966, 0.09507286606523248]",second,TA,3.310279822644237
AVAXUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.2970159611380985, 0.208882720333102, 0.1193615544760583, 0.0936849410131853, 0.0791117279666898, 0.062456627342123525, 0.04510756419153366, 0.05065926439972242, 0.04371963913948647]",first,TA,2.834665159796524
AVAXUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.10895211658570438, 0.09923664122137404, 0.10756419153365718, 0.10687022900763359, 0.1054823039555864, 0.10825815405968078, 0.10062456627342123, 0.08396946564885496, 0.10131852879944483, 0.0777238029146426]",second,TA,3.31407835117053
AVAXUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.3240804996530187, 0.21790423317140875, 0.12630117973629423, 0.09021512838306732, 0.0659264399722415, 0.049271339347675226, 0.0395558639833449, 0.04233171408743928, 0.04441360166551006]",first,TA,2.7455440278907477
AVAXUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.11311589174184594, 0.12005551700208189, 0.10687022900763359, 0.10687022900763359, 0.0916030534351145, 0.10756419153365718, 0.0922970159611381, 0.09437890353920889, 0.08535739070090215, 0.08188757807078417]",second,TA,3.3115974321519857
AVAXUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.2727272727272727, 0.18945176960444135, 0.1311589174184594, 0.1179736294240111, 0.08049965301873699, 0.05829285218598196, 0.05968077723802915, 0.05065926439972242, 0.0395558639833449]",first,TA,2.8907174719178634
AVAXUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.11519777931991672, 0.11589174184594032, 0.11103400416377515, 0.11103400416377515, 0.09993060374739764, 0.08743927827897294, 0.09993060374739764, 0.08605135322692574, 0.0916030534351145, 0.08188757807078417]",second,TA,3.3112029410248005
AVAXUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.2907702984038862, 0.19500346981263011, 0.14018043025676613, 0.09576682859125607, 0.07564191533657183, 0.06662040249826509, 0.05898681471200555, 0.03816793893129771, 0.0388619014573213]",first,TA,2.844408980220507
AVAXUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.1179736294240111, 0.11589174184594032, 0.10964607911172797, 0.10340041637751561, 0.09923664122137404, 0.09299097848716169, 0.09437890353920889, 0.08327550312283137, 0.0936849410131853, 0.08952116585704371]",second,TA,3.313405393344351
AVAXUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.26925746009715473, 0.19361554476058293, 0.15267175572519084, 0.11380985426786953, 0.0798056904927134, 0.062456627342123525, 0.061068702290076333, 0.033310201249132546, 0.034004163775156145]",first,TA,2.855754832620024
AVAXUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.12560721721027066, 0.11519777931991672, 0.09299097848716169, 0.10131852879944483, 0.10062456627342123, 0.0936849410131853, 0.09646079111727966, 0.09299097848716169, 0.0916030534351145, 0.08952116585704371]",second,TA,3.3134979149198367
AVAXUSDT,2024-01-18-00:00,2024-01-19-00:00,"[0.31297709923664124, 0.19430950728660654, 0.13948646773074255, 0.09299097848716169, 0.08188757807078417, 0.05829285218598196, 0.046495489243580844, 0.03469812630117974, 0.0388619014573213]",first,TA,2.789651702406656
AVAXUSDT,2024-01-18-00:00,2024-01-19-00:00,"[0.1325468424705066, 0.09993060374739764, 0.11034004163775156, 0.10062456627342123, 0.10756419153365718, 0.09021512838306732, 0.09437890353920889, 0.08952116585704371, 0.0777238029146426, 0.09715475364330327]",second,TA,3.3081446626324174
AVAXUSDT,2024-01-19-00:00,2024-01-20-00:00,"[0.30811936155447606, 0.17626648160999306, 0.12768910478834142, 0.10340041637751561, 0.06870229007633588, 0.06453851492019431, 0.05135322692574601, 0.05968077723802915, 0.040249826509368494]",first,TA,2.852183312012236
AVAXUSDT,2024-01-19-00:00,2024-01-20-00:00,"[0.11727966689798751, 0.10895211658570438, 0.10756419153365718, 0.09437890353920889, 0.0922970159611381, 0.10201249132546843, 0.10270645385149202, 0.08743927827897294, 0.08952116585704371, 0.09784871616932686]",second,TA,3.3161272535822874
AVAXUSDT,2024-01-20-00:00,2024-01-21-00:00,"[0.3046495489243581, 0.1873698820263706, 0.13324080499653018, 0.08813324080499653, 0.07564191533657183, 0.06176266481609993, 0.061068702290076333, 0.04233171408743928, 0.04580152671755725]",first,TA,2.844416615251747
AVAXUSDT,2024-01-20-00:00,2024-01-21-00:00,"[0.12560721721027066, 0.11242192921582235, 0.10062456627342123, 0.10201249132546843, 0.10478834142956281, 0.08396946564885496, 0.09021512838306732, 0.0916030534351145, 0.10340041637751561, 0.08535739070090215]",second,TA,3.311382545729642
AVAXUSDT,2024-01-21-00:00,2024-01-22-00:00,"[0.31714087439278277, 0.17487855655794587, 0.11658570437196392, 0.08813324080499653, 0.07147814018043026, 0.06870229007633588, 0.06453851492019431, 0.05690492713393477, 0.041637751561415685]",first,TA,2.8546088433070116
AVAXUSDT,2024-01-21-00:00,2024-01-22-00:00,"[0.12630117973629423, 0.12074947952810548, 0.10895211658570438, 0.1179736294240111, 0.09993060374739764, 0.0777238029146426, 0.0936849410131853, 0.08674531575294935, 0.08466342817487855, 0.08327550312283137]",second,TA,3.3022192080778026
AVAXUSDT,2024-01-22-00:00,2024-01-23-00:00,"[0.28938237335183903, 0.19292158223455932, 0.13809854267869534, 0.09854267869535045, 0.08049965301873699, 0.06453851492019431, 0.047883414295628035, 0.0388619014573213, 0.049271339347675226]",first,TA,2.8533365963669697
AVAXUSDT,2024-01-22-00:00,2024-01-23-00:00,"[0.12630117973629423, 0.11380985426786953, 0.11034004163775156, 0.09993060374739764, 0.09993060374739764, 0.09299097848716169, 0.09021512838306732, 0.09784871616932686, 0.08466342817487855, 0.08396946564885496]",second,TA,3.31040017300244
