symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
SOLUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.35808466342817485, 0.20263705759888967, 0.12074947952810548, 0.0798056904927134, 0.05759888965995836, 0.041637751561415685, 0.04371963913948647, 0.05759888965995836, 0.03816793893129771]",first,TA,2.699142642456429
SOLUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12768910478834142, 0.10825815405968078, 0.09854267869535045, 0.10895211658570438, 0.11311589174184594, 0.09507286606523248, 0.09090909090909091, 0.08743927827897294, 0.07009021512838307, 0.09993060374739764]",second,TA,3.3054049167493984
SOLUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.24358084663428176, 0.1839000693962526, 0.17765440666204024, 0.12699514226231784, 0.0784177654406662, 0.06384455239417071, 0.05065926439972242, 0.03678001387925052, 0.03816793893129771]",first,TA,2.881013902491619
SOLUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.11658570437196392, 0.10131852879944483, 0.0936849410131853, 0.10270645385149202, 0.10478834142956281, 0.08813324080499653, 0.09923664122137404, 0.10131852879944483, 0.0916030534351145, 0.10062456627342123]",second,TA,3.317922062395645
SOLUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.2782789729354615, 0.23039555863983344, 0.14920194309507287, 0.10478834142956281, 0.06662040249826509, 0.05829285218598196, 0.041637751561415685, 0.03261623872310895, 0.03816793893129771]",first,TA,2.783229735992037
SOLUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.11172796668979876, 0.11380985426786953, 0.11242192921582235, 0.09784871616932686, 0.11172796668979876, 0.09507286606523248, 0.08327550312283137, 0.09090909090909091, 0.09299097848716169, 0.09021512838306732]",second,TA,3.3135862982310478
SOLUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.23178348369188065, 0.2081887578070784, 0.17418459403192227, 0.11727966689798751, 0.0791117279666898, 0.0659264399722415, 0.04233171408743928, 0.040943789035392086, 0.040249826509368494]",first,TA,2.8786225193865893
SOLUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.11450381679389313, 0.1179736294240111, 0.09299097848716169, 0.10062456627342123, 0.11172796668979876, 0.10340041637751561, 0.10270645385149202, 0.09646079111727966, 0.08605135322692574, 0.07356002775850104]",second,TA,3.3096985210171384
SOLUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.21998612074947954, 0.20124913254684246, 0.19014573213046496, 0.12560721721027066, 0.08188757807078417, 0.06315058986814712, 0.04510756419153366, 0.03816793893129771, 0.03469812630117974]",first,TA,2.8743725253697594
SOLUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11380985426786953, 0.11380985426786953, 0.10825815405968078, 0.1054823039555864, 0.10478834142956281, 0.10270645385149202, 0.0922970159611381, 0.08674531575294935, 0.08743927827897294, 0.08466342817487855]",second,TA,3.3136416954697374
