symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
SANDUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.32130464954892435, 0.15475364330326163, 0.12421929215822346, 0.09437890353920889, 0.0777238029146426, 0.06800832755031229, 0.0652324774462179, 0.047883414295628035, 0.046495489243580844]",first,TA,2.8609215591047477
SANDUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12144344205412907, 0.10756419153365718, 0.09993060374739764, 0.11658570437196392, 0.08258154059680778, 0.09437890353920889, 0.09715475364330327, 0.09646079111727966, 0.09784871616932686, 0.08605135322692574]",second,TA,3.3123219834478594
SANDUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.28591256072172105, 0.1450381679389313, 0.11311589174184594, 0.10131852879944483, 0.0916030534351145, 0.07009021512838307, 0.06731436502428868, 0.06384455239417071, 0.06176266481609993]",first,TA,2.959008502854004
SANDUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.13948646773074255, 0.1040943789035392, 0.11519777931991672, 0.10131852879944483, 0.09646079111727966, 0.10201249132546843, 0.10201249132546843, 0.08327550312283137, 0.08535739070090215, 0.07078417765440666]",second,TA,3.299422875759259
SANDUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.28313671061762663, 0.1554476058292852, 0.12491325468424705, 0.09854267869535045, 0.08674531575294935, 0.08535739070090215, 0.05898681471200555, 0.05690492713393477, 0.04996530187369882]",first,TA,2.9383791835557327
SANDUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.11311589174184594, 0.10340041637751561, 0.11103400416377515, 0.1040943789035392, 0.09715475364330327, 0.10340041637751561, 0.10201249132546843, 0.08952116585704371, 0.08396946564885496, 0.0922970159611381]",second,TA,3.3162959833680334
SANDUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.32061068702290074, 0.19500346981263011, 0.12074947952810548, 0.0936849410131853, 0.07564191533657183, 0.055517002081887576, 0.04441360166551006, 0.04510756419153366, 0.049271339347675226]",first,TA,2.8028501654077833
SANDUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.1193615544760583, 0.10340041637751561, 0.11242192921582235, 0.10756419153365718, 0.08813324080499653, 0.09923664122137404, 0.09715475364330327, 0.08674531575294935, 0.0936849410131853, 0.0922970159611381]",second,TA,3.3146460743729502
SANDUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.2595419847328244, 0.17418459403192227, 0.12838306731436502, 0.09923664122137404, 0.09507286606523248, 0.07286606523247745, 0.0659264399722415, 0.04510756419153366, 0.05968077723802915]",first,TA,2.9562562401208594
SANDUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11450381679389313, 0.1054823039555864, 0.10825815405968078, 0.11450381679389313, 0.10617626648161, 0.0916030534351145, 0.10062456627342123, 0.08188757807078417, 0.0936849410131853, 0.08327550312283137]",second,TA,3.312583907110145
SANDUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.2789729354614851, 0.17973629424011103, 0.10687022900763359, 0.11519777931991672, 0.07702984038861901, 0.08258154059680778, 0.07217210270645386, 0.05065926439972242, 0.03678001387925052]",first,TA,2.9117553961562725
SANDUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.11242192921582235, 0.12352532963219987, 0.10687022900763359, 0.09993060374739764, 0.09507286606523248, 0.10201249132546843, 0.09715475364330327, 0.0936849410131853, 0.08674531575294935, 0.08258154059680778]",second,TA,3.312598627044188
SANDUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.2817487855655795, 0.17696044413601666, 0.12907702984038863, 0.11103400416377515, 0.0791117279666898, 0.06939625260235947, 0.0527411519777932, 0.055517002081887576, 0.04441360166551006]",first,TA,2.902007734658289
SANDUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.1179736294240111, 0.12144344205412907, 0.10687022900763359, 0.09784871616932686, 0.10617626648161, 0.09299097848716169, 0.09021512838306732, 0.08258154059680778, 0.0922970159611381, 0.0916030534351145]",second,TA,3.3116191723420294
SANDUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.3102012491325468, 0.1589174184594032, 0.1193615544760583, 0.09993060374739764, 0.07425399028452463, 0.07356002775850104, 0.06800832755031229, 0.04718945176960444, 0.048577376821651634]",first,TA,2.882759993663519
SANDUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.1193615544760583, 0.11242192921582235, 0.10617626648161, 0.10756419153365718, 0.09923664122137404, 0.08882720333102012, 0.10895211658570438, 0.08605135322692574, 0.08743927827897294, 0.08396946564885496]",second,TA,3.31151528338083
SANDUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.2970159611380985, 0.14989590562109645, 0.12630117973629423, 0.1054823039555864, 0.0936849410131853, 0.07702984038861901, 0.055517002081887576, 0.05135322692574601, 0.04371963913948647]",first,TA,2.903763797273056
SANDUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.12630117973629423, 0.1054823039555864, 0.11034004163775156, 0.09993060374739764, 0.09437890353920889, 0.09646079111727966, 0.09715475364330327, 0.08327550312283137, 0.08882720333102012, 0.09784871616932686]",second,TA,3.3128739215559726
SANDUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.29285218598195695, 0.19083969465648856, 0.12838306731436502, 0.09854267869535045, 0.07356002775850104, 0.05759888965995836, 0.06315058986814712, 0.05343511450381679, 0.041637751561415685]",first,TA,2.8670872234179714
SANDUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.12144344205412907, 0.11034004163775156, 0.10201249132546843, 0.09507286606523248, 0.10687022900763359, 0.10756419153365718, 0.09923664122137404, 0.09090909090909091, 0.09021512838306732, 0.07633587786259542]",second,TA,3.311401203697262
SANDUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.2921582234559334, 0.17696044413601666, 0.11519777931991672, 0.10340041637751561, 0.07425399028452463, 0.0791117279666898, 0.05759888965995836, 0.0520471894517696, 0.049271339347675226]",first,TA,2.899639696582843
SANDUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.11380985426786953, 0.11380985426786953, 0.10478834142956281, 0.11242192921582235, 0.10825815405968078, 0.10131852879944483, 0.09021512838306732, 0.1040943789035392, 0.08119361554476058, 0.07009021512838307]",second,TA,3.3067951777206246
SANDUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.30486111111111114, 0.16180555555555556, 0.1326388888888889, 0.09375, 0.08055555555555556, 0.07152777777777777, 0.06111111111111111, 0.05277777777777778, 0.04097222222222222]",first,TA,2.8785378140824713
