symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
BLURUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.3028368794326241, 0.15531914893617021, 0.12836879432624113, 0.09148936170212765, 0.08581560283687943, 0.07943262411347518, 0.06312056737588652, 0.05035460992907802, 0.04326241134751773]",first,TA,2.894020097048481
BLURUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.125531914893617, 0.10851063829787234, 0.10283687943262411, 0.09007092198581561, 0.09858156028368795, 0.08936170212765958, 0.09078014184397164, 0.10354609929078014, 0.10283687943262411, 0.08794326241134752]",second,TA,3.313544751417309
BLURUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.30362116991643456, 0.16225626740947074, 0.11768802228412256, 0.0967966573816156, 0.08844011142061281, 0.05988857938718663, 0.056406685236768804, 0.06267409470752089, 0.05222841225626741]",first,TA,2.8967934279996497
BLURUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.11281337047353761, 0.12325905292479108, 0.11629526462395544, 0.10445682451253482, 0.11142061281337047, 0.08774373259052924, 0.09610027855153204, 0.08913649025069638, 0.08008356545961003, 0.0786908077994429]",second,TA,3.3055579847705285
BLURUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.28700486448922863, 0.16817234190410008, 0.11883252258512857, 0.09381514940931203, 0.08825573314801946, 0.07574704656011119, 0.07018763029881862, 0.05281445448227936, 0.045170257123002086]",first,TA,2.9208524358012595
BLURUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.10979847116052814, 0.11049339819318972, 0.10910354412786658, 0.10076441973592773, 0.11188325225851285, 0.10423905489923559, 0.0945100764419736, 0.08547602501737317, 0.0945100764419736, 0.07922168172341904]",second,TA,3.3133963365924313
BLURUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.27966689798750866, 0.1825121443442054, 0.13948646773074255, 0.10964607911172797, 0.09576682859125607, 0.04996530187369882, 0.061068702290076333, 0.04371963913948647, 0.03816793893129771]",first,TA,2.871690748680466
BLURUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.10478834142956281, 0.09923664122137404, 0.1040943789035392, 0.1054823039555864, 0.11450381679389313, 0.0916030534351145, 0.09923664122137404, 0.08119361554476058, 0.10964607911172797, 0.09021512838306732]",second,TA,3.3153590346249016
BLURUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.3435114503816794, 0.16446911866759195, 0.10825815405968078, 0.0798056904927134, 0.08119361554476058, 0.07147814018043026, 0.05065926439972242, 0.05065926439972242, 0.04996530187369882]",first,TA,2.814323462582721
BLURUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11727966689798751, 0.12491325468424705, 0.1193615544760583, 0.11380985426786953, 0.09646079111727966, 0.09299097848716169, 0.0936849410131853, 0.0922970159611381, 0.06800832755031229, 0.08119361554476058]",second,TA,3.2996388563266312
BLURUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.30528511821974963, 0.15785813630041726, 0.10987482614742698, 0.10013908205841446, 0.08484005563282336, 0.07788595271210014, 0.06328233657858136, 0.04728789986091794, 0.05354659248956885]",first,TA,2.9005976263290956
BLURUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.11265646731571627, 0.12308762169680111, 0.10013908205841446, 0.10987482614742698, 0.08970792767732963, 0.10083449235048679, 0.10639777468706536, 0.0917941585535466, 0.08066759388038942, 0.08484005563282336]",second,TA,3.3103349635281694
BLURUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.28025034770514606, 0.1689847009735744, 0.1286509040333797, 0.10570236439499305, 0.1043115438108484, 0.06815020862308763, 0.04798331015299027, 0.04937413073713491, 0.04659248956884562]",first,TA,2.905946091751685
BLURUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.10917941585535466, 0.11613351877607789, 0.1258692628650904, 0.10639777468706536, 0.11474269819193324, 0.08970792767732963, 0.0952712100139082, 0.08623087621696801, 0.07788595271210014, 0.07858136300417246]",second,TA,3.303524794173457
BLURUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.3060796645702306, 0.1795946890286513, 0.11809923130677848, 0.0936408106219427, 0.08665269042627533, 0.05870020964360587, 0.0573025856044724, 0.05660377358490566, 0.04332634521313766]",first,TA,2.864576573526889
BLURUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.13417190775681342, 0.10621942697414395, 0.11320754716981132, 0.09713487071977638, 0.103424178895877, 0.09084556254367575, 0.08315863032844165, 0.0957372466806429, 0.09713487071977638, 0.07896575821104122]",second,TA,3.306274101642623
BLURUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.2923611111111111, 0.15833333333333333, 0.12291666666666666, 0.09861111111111111, 0.10208333333333333, 0.06388888888888888, 0.06111111111111111, 0.049305555555555554, 0.05138888888888889]",first,TA,2.9111919280626495
BLURUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.11597222222222223, 0.10069444444444445, 0.11041666666666666, 0.09722222222222222, 0.10694444444444444, 0.09305555555555556, 0.09375, 0.09722222222222222, 0.09513888888888888, 0.08958333333333333]",second,TA,3.3173371482494347
BLURUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.29375, 0.18819444444444444, 0.13402777777777777, 0.10069444444444445, 0.08402777777777778, 0.059027777777777776, 0.05277777777777778, 0.04791666666666667, 0.03958333333333333]",first,TA,2.854388605391987
BLURUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.13125, 0.11527777777777778, 0.10277777777777777, 0.10138888888888889, 0.0875, 0.10625, 0.09236111111111112, 0.08611111111111111, 0.09027777777777778, 0.08680555555555555]",second,TA,3.308481418919956
BLURUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.2900763358778626, 0.17557251908396945, 0.13324080499653018, 0.10201249132546843, 0.08743927827897294, 0.07702984038861901, 0.05898681471200555, 0.03816793893129771, 0.03747397640527411]",first,TA,2.872526725035874
BLURUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.11519777931991672, 0.12491325468424705, 0.11589174184594032, 0.09923664122137404, 0.10340041637751561, 0.09090909090909091, 0.0936849410131853, 0.0922970159611381, 0.0777238029146426, 0.08674531575294935]",second,TA,3.307820407771966
BLURUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.3046495489243581, 0.17973629424011103, 0.12144344205412907, 0.08813324080499653, 0.07356002775850104, 0.062456627342123525, 0.06800832755031229, 0.05065926439972242, 0.05135322692574601]",first,TA,2.87420176826704
BLURUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.13879250520471895, 0.1179736294240111, 0.1179736294240111, 0.08882720333102012, 0.11103400416377515, 0.08605135322692574, 0.08258154059680778, 0.0916030534351145, 0.08674531575294935, 0.0784177654406662]",second,TA,3.2967827327102426
BLURUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.21929215822345594, 0.16169326856349758, 0.14642609299097847, 0.13462873004857737, 0.09923664122137404, 0.06731436502428868, 0.06800832755031229, 0.0520471894517696, 0.05135322692574601]",first,TA,2.9988638007795942
BLURUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.1311589174184594, 0.11172796668979876, 0.0922970159611381, 0.10756419153365718, 0.10687022900763359, 0.08952116585704371, 0.09090909090909091, 0.08466342817487855, 0.09715475364330327, 0.08813324080499653]",second,TA,3.3090810799343213
BLURUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.315058986814712, 0.20263705759888967, 0.14087439278278974, 0.0784177654406662, 0.07217210270645386, 0.05759888965995836, 0.055517002081887576, 0.0395558639833449, 0.03816793893129771]",first,TA,2.7845944088664543
BLURUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.11658570437196392, 0.11589174184594032, 0.11589174184594032, 0.09993060374739764, 0.10270645385149202, 0.09784871616932686, 0.09993060374739764, 0.09576682859125607, 0.08396946564885496, 0.07147814018043026]",second,TA,3.3078794772355735
BLURUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.3011797362942401, 0.20541290770298404, 0.1325468424705066, 0.08674531575294935, 0.07494795281054822, 0.05343511450381679, 0.0527411519777932, 0.0527411519777932, 0.040249826509368494]",first,TA,2.8231518675913687
BLURUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.11866759195003469, 0.11727966689798751, 0.09784871616932686, 0.10131852879944483, 0.11727966689798751, 0.08743927827897294, 0.08813324080499653, 0.08813324080499653, 0.09646079111727966, 0.08743927827897294]",second,TA,3.3108460038914336
BLURUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.2775850104094379, 0.1339347675225538, 0.11519777931991672, 0.10895211658570438, 0.10687022900763359, 0.08327550312283137, 0.06662040249826509, 0.049271339347675226, 0.05829285218598196]",first,TA,2.966099731146489
BLURUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.12005551700208189, 0.1193615544760583, 0.11380985426786953, 0.09299097848716169, 0.09854267869535045, 0.09576682859125607, 0.08327550312283137, 0.09854267869535045, 0.0922970159611381, 0.08535739070090215]",second,TA,3.310608972711358
BLURUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.2248438584316447, 0.1852879944482998, 0.15267175572519084, 0.12283136710617627, 0.08674531575294935, 0.0936849410131853, 0.05759888965995836, 0.0395558639833449, 0.03678001387925052]",first,TA,2.943056935982542
BLURUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.11589174184594032, 0.12074947952810548, 0.10895211658570438, 0.09923664122137404, 0.11450381679389313, 0.09854267869535045, 0.09993060374739764, 0.08535739070090215, 0.08535739070090215, 0.07147814018043026]",second,TA,3.3054761170537335
BLURUSDT,2024-01-18-00:00,2024-01-19-00:00,"[0.3462873004857738, 0.18945176960444135, 0.10270645385149202, 0.08813324080499653, 0.06939625260235947, 0.04996530187369882, 0.06800832755031229, 0.04302567661346287, 0.04302567661346287]",first,TA,2.767974685573676
