symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
ETCUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.298050139275766, 0.16782729805013927, 0.13857938718662952, 0.08217270194986072, 0.09749303621169916, 0.06615598885793872, 0.05501392757660167, 0.052924791086350974, 0.04178272980501393]",first,TA,2.8766388565584657
ETCUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12465181058495822, 0.12256267409470752, 0.1149025069637883, 0.10376044568245125, 0.10027855153203342, 0.08844011142061281, 0.09958217270194986, 0.08635097493036212, 0.08286908077994429, 0.0766016713091922]",second,TA,3.303850308679398
ETCUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.32336578581363007, 0.1689847009735744, 0.11126564673157163, 0.09248956884561892, 0.08066759388038942, 0.061891515994436715, 0.055632823365785816, 0.057719054242002785, 0.04798331015299027]",first,TA,2.8512994990561378
ETCUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.11821974965229486, 0.12726008344923506, 0.1133518776077886, 0.10848400556328233, 0.08970792767732963, 0.10570236439499305, 0.08831710709318498, 0.08553546592489569, 0.08344923504867872, 0.0799721835883171]",second,TA,3.3041603877459687
ETCUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.31480194579569143, 0.16400277970813065, 0.11396803335649756, 0.09867963863794302, 0.07157748436414177, 0.06254343293954134, 0.08408617095205004, 0.04169562195969423, 0.048644892286309936]",first,TA,2.8655459631059705
ETCUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.10979847116052814, 0.12161223071577484, 0.09867963863794302, 0.10979847116052814, 0.11049339819318972, 0.09867963863794302, 0.09798471160528145, 0.07088255733148019, 0.07713690062543432, 0.10493398193189715]",second,TA,3.3055300739630664
ETCUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.3136300417246175, 0.16342141863699583, 0.12239221140472879, 0.0917941585535466, 0.09040333796940195, 0.06467315716272601, 0.06328233657858136, 0.05285118219749652, 0.037552155771905425]",first,TA,2.861874108777407
ETCUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.10013908205841446, 0.12447844228094576, 0.10917941585535466, 0.1105702364394993, 0.08970792767732963, 0.1043115438108484, 0.10361613351877608, 0.09805285118219749, 0.07093184979137691, 0.0890125173852573]",second,TA,3.307812197959215
ETCUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.31332868108862527, 0.16608513607815772, 0.10537334263782275, 0.09141660851360782, 0.08792742498255408, 0.06489881367759945, 0.06978367062107467, 0.05443126308443824, 0.04675505931612003]",first,TA,2.8800463219599868
ETCUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.12421493370551291, 0.11095603628750872, 0.10886252616887648, 0.09839497557571528, 0.10816468946266573, 0.09490579204466155, 0.08583391486392185, 0.10258199581297976, 0.09490579204466155, 0.07117934403349616]",second,TA,3.307512282399386
ETCUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.28551336146272854, 0.17088607594936708, 0.13291139240506328, 0.09563994374120956, 0.07313642756680731, 0.08227848101265822, 0.057665260196905765, 0.05063291139240506, 0.051336146272855133]",first,TA,2.9103414419542135
ETCUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.12025316455696203, 0.12447257383966245, 0.10618846694796062, 0.10689170182841069, 0.10267229254571027, 0.10337552742616034, 0.08438818565400844, 0.08227848101265822, 0.08016877637130802, 0.08931082981715893]",second,TA,3.3062365225601713
ETCUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.27808988764044945, 0.17134831460674158, 0.12570224719101122, 0.10112359550561797, 0.08637640449438203, 0.07724719101123595, 0.06671348314606741, 0.047050561797752806, 0.046348314606741575]",first,TA,2.923928319078004
ETCUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.12078651685393259, 0.11306179775280899, 0.10112359550561797, 0.10182584269662921, 0.08637640449438203, 0.10955056179775281, 0.09691011235955056, 0.10603932584269662, 0.08426966292134831, 0.0800561797752809]",second,TA,3.3104560240102274
ETCUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.3157529493407356, 0.17418459403192227, 0.12560721721027066, 0.09021512838306732, 0.07425399028452463, 0.06800832755031229, 0.04996530187369882, 0.061068702290076333, 0.040943789035392086]",first,TA,2.846719816228842
ETCUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.12005551700208189, 0.1179736294240111, 0.10478834142956281, 0.10270645385149202, 0.11242192921582235, 0.09299097848716169, 0.0922970159611381, 0.08466342817487855, 0.0916030534351145, 0.08049965301873699]",second,TA,3.3096586822435676
ETCUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.2812281926029309, 0.1856245638520586, 0.12909979064898813, 0.10327983251919051, 0.0851360781577111, 0.07815771109560363, 0.050942079553384506, 0.04745289602233078, 0.039078855547801813]",first,TA,2.8855079160763095
ETCUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.1297976273551989, 0.1137473831123517, 0.104675505931612, 0.10746685275645498, 0.09769713886950454, 0.104675505931612, 0.08862526168876483, 0.10048848569434753, 0.07048150732728542, 0.08234473133286811]",second,TA,3.3036505426890677
