symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
STPTUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.2732003469210755, 0.18473547267996532, 0.14310494362532525, 0.09540329575021683, 0.08586296617519515, 0.07632263660017347, 0.05464006938421509, 0.047701647875108416, 0.03902862098872507]",first,TA,2.8948979552185383
STPTUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12922810060711187, 0.09453599306157849, 0.10754553339115351, 0.10320901994796183, 0.07892454466608846, 0.1049436253252385, 0.08673026886383348, 0.08846487424111014, 0.07632263660017347, 0.13009540329575023]",second,TA,3.2992692424804777
STPTUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.28311258278145696, 0.18129139072847683, 0.12996688741721854, 0.10016556291390728, 0.09188741721854304, 0.06622516556291391, 0.052980132450331126, 0.04470198675496689, 0.04966887417218543]",first,TA,2.8930954636305137
STPTUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.1605960264900662, 0.09768211920529801, 0.10596026490066225, 0.10347682119205298, 0.08526490066225166, 0.10099337748344371, 0.08112582781456953, 0.09519867549668874, 0.09188741721854304, 0.07781456953642384]",second,TA,3.290307098531405
STPTUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.272875816993464, 0.18137254901960784, 0.12091503267973856, 0.08660130718954248, 0.10702614379084967, 0.07026143790849673, 0.0784313725490196, 0.049836601307189546, 0.032679738562091505]",first,TA,2.911373213710063
STPTUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.1568627450980392, 0.10620915032679738, 0.1184640522875817, 0.08006535947712418, 0.09558823529411764, 0.09640522875816994, 0.10457516339869281, 0.07598039215686274, 0.0923202614379085, 0.07352941176470588]",second,TA,3.2854741813534303
STPTUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.2937812723373838, 0.18084345961401, 0.11794138670478914, 0.10578984989278056, 0.08863473909935668, 0.059328091493924234, 0.07147962830593281, 0.04503216583273767, 0.03716940671908506]",first,TA,2.873571135981374
STPTUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.10150107219442459, 0.10150107219442459, 0.09292351679771266, 0.10864903502501787, 0.09935668334524661, 0.10864903502501787, 0.11079342387419586, 0.09649749821300929, 0.08863473909935668, 0.091493924231594]",second,TA,3.3180655211205874
STPTUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.302158273381295, 0.17338129496402876, 0.12158273381294964, 0.09352517985611511, 0.0920863309352518, 0.06762589928057554, 0.05755395683453238, 0.058992805755395686, 0.033093525179856115]",first,TA,2.86969319503348
STPTUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.12589928057553956, 0.11798561151079137, 0.10143884892086331, 0.09568345323741007, 0.0841726618705036, 0.11942446043165468, 0.1, 0.0776978417266187, 0.08848920863309352, 0.08920863309352518]",second,TA,3.3048768786039053
STPTUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.26614173228346455, 0.18110236220472442, 0.11496062992125984, 0.08976377952755905, 0.08897637795275591, 0.07952755905511812, 0.07874015748031496, 0.05669291338582677, 0.04409448818897638]",first,TA,2.9487108244790248
STPTUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.10866141732283464, 0.11023622047244094, 0.09921259842519685, 0.1078740157480315, 0.0984251968503937, 0.10551181102362205, 0.08976377952755905, 0.09527559055118111, 0.09685039370078741, 0.08818897637795275]",second,TA,3.3179296328480707
STPTUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.2690548780487805, 0.18140243902439024, 0.12804878048780488, 0.09298780487804878, 0.10442073170731707, 0.06326219512195122, 0.07926829268292683, 0.04801829268292683, 0.03353658536585366]",first,TA,2.911486426191165
STPTUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.12042682926829268, 0.11814024390243902, 0.10365853658536585, 0.08917682926829268, 0.11585365853658537, 0.09832317073170732, 0.0861280487804878, 0.0861280487804878, 0.08460365853658537, 0.0975609756097561]",second,TA,3.309382672076535
STPTUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.2876404494382023, 0.1850187265917603, 0.1258426966292135, 0.10187265917602996, 0.08614232209737828, 0.06591760299625468, 0.058426966292134834, 0.050187265917602995, 0.03895131086142322]",first,TA,2.881163253249699
STPTUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.13108614232209737, 0.08389513108614233, 0.11385767790262172, 0.10187265917602996, 0.10262172284644194, 0.0853932584269663, 0.0951310861423221, 0.099625468164794, 0.10187265917602996, 0.08464419475655431]",second,TA,3.3085894426201308
STPTUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.27301092043681746, 0.1794071762870515, 0.13806552262090482, 0.09282371294851795, 0.08502340093603744, 0.06942277691107644, 0.06786271450858035, 0.0483619344773791, 0.046021840873634944]",first,TA,2.9174093616665373
STPTUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.11076443057722309, 0.12246489859594384, 0.1060842433697348, 0.09828393135725429, 0.10140405616224649, 0.0967238689547582, 0.07566302652106084, 0.10842433697347893, 0.09282371294851795, 0.0873634945397816]",second,TA,3.310599155508621
