symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
TRXUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.28591256072172105, 0.15336571825121442, 0.12838306731436502, 0.0922970159611381, 0.08605135322692574, 0.0798056904927134, 0.05690492713393477, 0.06315058986814712, 0.05412907702984039]",first,TA,2.9390971843685274
TRXUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12491325468424705, 0.10825815405968078, 0.1040943789035392, 0.10201249132546843, 0.12213740458015267, 0.09021512838306732, 0.08813324080499653, 0.08674531575294935, 0.08674531575294935, 0.08674531575294935]",second,TA,3.3081004326040393
TRXUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.3143650242886884, 0.1693268563497571, 0.11589174184594032, 0.08882720333102012, 0.08258154059680778, 0.08049965301873699, 0.05690492713393477, 0.0520471894517696, 0.0395558639833449]",first,TA,2.8605656589039894
TRXUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.12144344205412907, 0.11380985426786953, 0.10617626648161, 0.10895211658570438, 0.10131852879944483, 0.10201249132546843, 0.0916030534351145, 0.09576682859125607, 0.08605135322692574, 0.07286606523247745]",second,TA,3.3086387896702156
TRXUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.31297709923664124, 0.16793893129770993, 0.11589174184594032, 0.09090909090909091, 0.08119361554476058, 0.06384455239417071, 0.0659264399722415, 0.05412907702984039, 0.04718945176960444]",first,TA,2.873404898613732
TRXUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.1311589174184594, 0.12074947952810548, 0.12491325468424705, 0.10895211658570438, 0.0922970159611381, 0.09021512838306732, 0.08605135322692574, 0.08466342817487855, 0.08882720333102012, 0.07217210270645386]",second,TA,3.2963928510259177
TRXUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.31714087439278277, 0.16377515614156835, 0.10895211658570438, 0.07356002775850104, 0.07702984038861901, 0.08119361554476058, 0.06315058986814712, 0.06176266481609993, 0.05343511450381679]",first,TA,2.8829318011085885
TRXUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.10062456627342123, 0.12352532963219987, 0.09715475364330327, 0.11658570437196392, 0.10131852879944483, 0.11242192921582235, 0.09923664122137404, 0.0798056904927134, 0.08674531575294935, 0.08258154059680778]",second,TA,3.3083676592716094
TRXUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.3025676613462873, 0.1443442054129077, 0.12213740458015267, 0.09784871616932686, 0.08743927827897294, 0.06662040249826509, 0.06662040249826509, 0.05968077723802915, 0.0527411519777932]",first,TA,2.9181787957680676
TRXUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.1304649548924358, 0.1193615544760583, 0.0936849410131853, 0.09993060374739764, 0.09646079111727966, 0.0922970159611381, 0.09299097848716169, 0.08674531575294935, 0.09507286606523248, 0.09299097848716169]",second,TA,3.3102243254107133
TRXUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.2879944482997918, 0.14295628036086053, 0.12560721721027066, 0.10270645385149202, 0.08466342817487855, 0.07425399028452463, 0.07286606523247745, 0.04996530187369882, 0.05898681471200555]",first,TA,2.943897390875507
TRXUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.1311589174184594, 0.12074947952810548, 0.10687022900763359, 0.10131852879944483, 0.09854267869535045, 0.09507286606523248, 0.08813324080499653, 0.08119361554476058, 0.08327550312283137, 0.0936849410131853]",second,TA,3.3058854389530805
TRXUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.26578764746703676, 0.17696044413601666, 0.11727966689798751, 0.11172796668979876, 0.08466342817487855, 0.08396946564885496, 0.0652324774462179, 0.05135322692574601, 0.04302567661346287]",first,TA,2.9399679646330856
TRXUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.11589174184594032, 0.1040943789035392, 0.10964607911172797, 0.12005551700208189, 0.09993060374739764, 0.08605135322692574, 0.08952116585704371, 0.09090909090909091, 0.10131852879944483, 0.08258154059680778]",second,TA,3.311450433299326
TRXUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.32061068702290074, 0.17626648160999306, 0.11727966689798751, 0.09646079111727966, 0.07009021512838307, 0.07147814018043026, 0.05759888965995836, 0.04441360166551006, 0.04580152671755725]",first,TA,2.836947194670334
TRXUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.13879250520471895, 0.10756419153365718, 0.11172796668979876, 0.09993060374739764, 0.09646079111727966, 0.08396946564885496, 0.09854267869535045, 0.09715475364330327, 0.0916030534351145, 0.07425399028452463]",second,TA,3.302991119954352
TRXUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.30742539902845245, 0.15128383067314366, 0.10756419153365718, 0.08535739070090215, 0.0916030534351145, 0.06176266481609993, 0.07564191533657183, 0.0652324774462179, 0.05412907702984039]",first,TA,2.9147817367282243
TRXUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.12005551700208189, 0.12352532963219987, 0.12768910478834142, 0.09784871616932686, 0.09646079111727966, 0.08396946564885496, 0.0916030534351145, 0.09437890353920889, 0.08327550312283137, 0.08119361554476058]",second,TA,3.3026997628920776
TRXUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.29562803608605137, 0.16308119361554477, 0.12005551700208189, 0.10062456627342123, 0.08049965301873699, 0.06800832755031229, 0.06731436502428868, 0.05968077723802915, 0.04510756419153366]",first,TA,2.909706206091631
TRXUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.09437890353920889, 0.11242192921582235, 0.11034004163775156, 0.1054823039555864, 0.1040943789035392, 0.10825815405968078, 0.0936849410131853, 0.09507286606523248, 0.08952116585704371, 0.08674531575294935]",second,TA,3.316448359919577
TRXUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.29354614850798055, 0.1845940319222762, 0.11658570437196392, 0.08605135322692574, 0.0784177654406662, 0.0659264399722415, 0.0652324774462179, 0.05412907702984039, 0.055517002081887576]",first,TA,2.8978736101177334
TRXUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.12283136710617627, 0.12352532963219987, 0.10756419153365718, 0.09299097848716169, 0.09784871616932686, 0.1040943789035392, 0.08813324080499653, 0.08952116585704371, 0.08743927827897294, 0.08605135322692574]",second,TA,3.3092526800659368
TRXUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.32616238723108953, 0.14642609299097847, 0.10687022900763359, 0.08119361554476058, 0.0936849410131853, 0.062456627342123525, 0.07147814018043026, 0.055517002081887576, 0.056210964607911175]",first,TA,2.8789328786361725
TRXUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.12144344205412907, 0.12144344205412907, 0.10756419153365718, 0.11589174184594032, 0.0936849410131853, 0.10201249132546843, 0.0798056904927134, 0.08952116585704371, 0.08674531575294935, 0.08188757807078417]",second,TA,3.305430389563743
