symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
APTUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.2914642609299098, 0.1568355308813324, 0.12838306731436502, 0.10825815405968078, 0.0916030534351145, 0.06315058986814712, 0.06453851492019431, 0.04510756419153366, 0.05065926439972242]",first,TA,2.9073625415105098
APTUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.1304649548924358, 0.12074947952810548, 0.0916030534351145, 0.09646079111727966, 0.1040943789035392, 0.10895211658570438, 0.09576682859125607, 0.09090909090909091, 0.08396946564885496, 0.07702984038861901]",second,TA,3.3047745594396982
APTUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.3421235253296322, 0.16099930603747398, 0.10617626648161, 0.08605135322692574, 0.08258154059680778, 0.054823039555863984, 0.06315058986814712, 0.0520471894517696, 0.0520471894517696]",first,TA,2.8239648260068404
APTUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.11866759195003469, 0.09854267869535045, 0.12907702984038863, 0.09923664122137404, 0.10201249132546843, 0.09646079111727966, 0.10201249132546843, 0.0936849410131853, 0.0791117279666898, 0.08119361554476058]",second,TA,3.30739262923865
APTUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.3136710617626648, 0.19083969465648856, 0.10895211658570438, 0.09507286606523248, 0.0659264399722415, 0.07425399028452463, 0.05968077723802915, 0.04718945176960444, 0.04441360166551006]",first,TA,2.839217990256417
APTUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.11519777931991672, 0.12491325468424705, 0.09784871616932686, 0.10478834142956281, 0.11311589174184594, 0.08188757807078417, 0.08535739070090215, 0.09437890353920889, 0.10340041637751561, 0.0791117279666898]",second,TA,3.306948770095618
APTUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.30673143650242884, 0.16793893129770993, 0.13740458015267176, 0.10131852879944483, 0.08258154059680778, 0.061068702290076333, 0.05343511450381679, 0.04996530187369882, 0.0395558639833449]",first,TA,2.852944820131596
APTUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.12074947952810548, 0.11311589174184594, 0.11242192921582235, 0.10964607911172797, 0.10062456627342123, 0.09437890353920889, 0.09784871616932686, 0.08327550312283137, 0.09299097848716169, 0.07494795281054822]",second,TA,3.308373638582037
APTUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.2102706453851492, 0.19986120749479527, 0.16516308119361556, 0.12352532963219987, 0.09299097848716169, 0.07217210270645386, 0.056210964607911175, 0.040943789035392086, 0.0388619014573213]",first,TA,2.935752160926834
APTUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.1193615544760583, 0.11311589174184594, 0.1040943789035392, 0.09993060374739764, 0.09021512838306732, 0.0922970159611381, 0.10895211658570438, 0.08535739070090215, 0.1040943789035392, 0.08258154059680778]",second,TA,3.3122831632097247
APTUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.3296321998612075, 0.21582234559333796, 0.13879250520471895, 0.10131852879944483, 0.06384455239417071, 0.04510756419153366, 0.031922276197085354, 0.033310201249132546, 0.040249826509368494]",first,TA,2.6989967800460355
APTUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.10270645385149202, 0.11589174184594032, 0.09923664122137404, 0.1054823039555864, 0.09437890353920889, 0.09299097848716169, 0.10478834142956281, 0.0936849410131853, 0.10478834142956281, 0.08605135322692574]",second,TA,3.3172377739177166
APTUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.35392088827203333, 0.16030534351145037, 0.10201249132546843, 0.08952116585704371, 0.07494795281054822, 0.06037473976405274, 0.05412907702984039, 0.05968077723802915, 0.04510756419153366]",first,TA,2.798120118994559
APTUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.11519777931991672, 0.11103400416377515, 0.1193615544760583, 0.12074947952810548, 0.10340041637751561, 0.08952116585704371, 0.09021512838306732, 0.08743927827897294, 0.09576682859125607, 0.06731436502428868]",second,TA,3.3023812134067416
APTUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.3282442748091603, 0.21235253296322, 0.1443442054129077, 0.09646079111727966, 0.056210964607911175, 0.05065926439972242, 0.040943789035392086, 0.03608605135322693, 0.03469812630117974]",first,TA,2.7121495593061025
