symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
POLYXUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.31814671814671813, 0.17374517374517376, 0.11969111969111969, 0.10347490347490347, 0.0749034749034749, 0.07258687258687259, 0.05019305019305019, 0.0416988416988417, 0.04555984555984556]",first,TA,2.835098629532957
POLYXUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.1444015444015444, 0.11505791505791506, 0.10270270270270271, 0.10579150579150579, 0.08571428571428572, 0.09652509652509653, 0.09266409266409266, 0.08030888030888031, 0.08108108108108109, 0.09575289575289575]",second,TA,3.299662827681766
POLYXUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.2936630602782071, 0.1901081916537867, 0.12596599690880989, 0.08191653786707882, 0.08268933539412673, 0.061051004636785165, 0.05564142194744977, 0.05023183925811438, 0.05873261205564142]",first,TA,2.8791423019724918
POLYXUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.15301391035548687, 0.11901081916537867, 0.1151468315301391, 0.10123647604327667, 0.09119010819165378, 0.0973724884080371, 0.07727975270479134, 0.08346213292117466, 0.0695517774343122, 0.09273570324574962]",second,TA,3.2858224195098553
POLYXUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.30991412958626074, 0.156128024980484, 0.12177985948477751, 0.0897736143637783, 0.08665105386416862, 0.0624512099921936, 0.05230288836846214, 0.06167056986729118, 0.05932864949258392]",first,TA,2.8921195629442713
POLYXUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.12724434035909446, 0.12256049960967993, 0.12646370023419204, 0.10850897736143637, 0.09836065573770492, 0.08665105386416862, 0.0741608118657299, 0.08899297423887588, 0.07650273224043716, 0.09055425448868072]",second,TA,3.295843837327058
POLYXUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.3062409288824383, 0.17706821480406387, 0.12191582002902758, 0.09796806966618288, 0.0841799709724238, 0.07184325108853411, 0.054426705370101594, 0.04426705370101597, 0.0420899854862119]",first,TA,2.8570868936425526
POLYXUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.125544267053701, 0.11973875181422351, 0.11030478955007257, 0.10087082728592163, 0.10377358490566038, 0.08200290275761973, 0.09216255442670537, 0.09216255442670537, 0.08708272859216255, 0.08635703918722787]",second,TA,3.308019418319147
POLYXUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.32781954887218046, 0.15789473684210525, 0.09774436090225563, 0.10451127819548872, 0.09849624060150376, 0.06315789473684211, 0.06541353383458647, 0.04586466165413534, 0.039097744360902256]",first,TA,2.8415507161756
POLYXUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.09924812030075188, 0.10751879699248121, 0.10827067669172932, 0.09924812030075188, 0.10526315789473684, 0.09172932330827067, 0.08646616541353383, 0.08646616541353383, 0.11428571428571428, 0.10150375939849623]",second,TA,3.31614419520427
POLYXUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.2879944482997918, 0.17626648160999306, 0.1297709923664122, 0.10201249132546843, 0.08396946564885496, 0.07633587786259542, 0.05343511450381679, 0.05065926439972242, 0.0395558639833449]",first,TA,2.8884167020939917
POLYXUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.12283136710617627, 0.10201249132546843, 0.1040943789035392, 0.09784871616932686, 0.09646079111727966, 0.10756419153365718, 0.09299097848716169, 0.10687022900763359, 0.08258154059680778, 0.08674531575294935]",second,TA,3.313397936310012
